en_ar_TRANSFORMERS	VerCoop
4 - وطوال فترة ولايته، أبقى فريق الرصد لجنة مجلس الأمن المنشأة عملا بالقرار 751 (1992) على علم بأنشطتها عن طريق تقديم تقارير مرحلية كل أسبوعين عن طريق الأمانة العامة للأمم المتحدة وتقديم إحاطة منتصف المدة في مقر الأمم المتحدة بنيويورك في تموز/يوليه 2005.	1
كل شهر، من الأموال التي يتم جمعها، يدفع لأفراد الميليشيات، "دائرة داخلية" له (المرشدون وأقرب الشركاء) وشيوخ العشيرة ويشتري الأسلحة.	0
وستظل اللجنة تركز على تعزيز تنفيذ الدول للقرار 1373 (2001) وعلى اتخاذ تدابير عملية ترمي إلى تعزيز قدرة الدول على مكافحة الإرهاب.	0
37 - وفي تموز/يوليه 2007، قدمت الحكومة مشروع قانون لإنشاء لجنة لتقصي الحقائق والمصالحة، تجري حاليا مشاورات مع عدد من أصحاب المصلحة.	1
وفي الاجتماع الثلاثي الثالث لأنغولا وجمهورية الكونغو الديمقراطية ومفوضية الأمم المتحدة لشؤون اللاجئين، المعقود في لواندا يومي 28 و 29 آذار/مارس، تم التوصل إلى اتفاق بشأن إنشاء فريق عامل لمناقشة عودة نحو 000 80 لاجئ أنغولي يعيشون في جمهورية الكونغو الديمقراطية.	0
وينبغي للمجتمع الدولي الآن أن يكون مستعدا للعمل بنفس التصميم لحماية مصالح صرب كوسوفو وطوائف الأقليات الأخرى.	1
ولم يفجر مهاجم رابع قنبلتها وألقي القبض عليه بعد بضعة أيام.	0
وعلى الرغم من التقدم المحرز حتى الآن، يتحتم على الأطراف في الاتفاق وجميع السلطات المعنية أن تضاعف جهودها لكفالة نجاحها في الوفاء بالموعد النهائي.	1
50 - وبناء على ذلك، قررت اللجنة أن تحتفظ في القائمة، إلى أن تتوافر الوثائق اللازمة، بأسماء 45 فردا سبق أن أدرجت وفاتهم في القائمة أو أبلغتها إلى اللجنة دولة عضو واحدة على الأقل.	0
429- وأشارت الحكومة أيضاً إلى اعترافها بثلاث حالات من التفجيرات الخاطئة، وذكرت أنها عوضت ضحايا حبلة وأم غوزين وتولو.	0
ولا يزال من المهم النهوض بنظام جزاءات الأمم المتحدة المحددة الأهداف أكثر فعالية وقائمة على الأدلة.	1
”ويكرر مجلس الأمن تأكيد دعمه لإنشاء فريق أساسي لمواصلة تعبئة المجتمع الدولي، وزيادة التشاور فيما بين أصحاب المصلحة الرئيسيين لتعزيز تنسيق المساعدة المقدمة إلى هايتي وفعاليتها، والمساهمة في تحديد استراتيجية إنمائية طويلة الأجل تهدف إلى تعزيز السلام والاستقرار الدائمين في ذلك البلد.	1
بيد أنه يلزم اتخاذ تدابير عاجلة لإعادة تنشيط اللواء، وفي الوقت نفسه، ضمان مساهمة أكثر فعالية من الألوية الإطارية سواء فيما يتعلق بعمليات تحييد الجماعات المسلحة أو حماية المدنيين.	1
وإذ يشجع الطرفين، في هذا السياق، على إبداء مزيد من الإرادة السياسية من أجل التوصل إلى حل، بما في ذلك عن طريق توسيع نطاق مناقشتهما لمقترحات كل منهما،	1
أُدمج التحليل الجنساني في تقييم الاحتياجات في مرحلة ما بعد انتهاء النزاع وما يتصل به من تدريب.	0
(ب) تشجيع دول المنطقة دون الإقليمية على الاستفادة من فرص إنفاذ القانون وغيرها من فرص التدريب من أجل تعزيز تنفيذ قوانين مكافحة الإرهاب؛	1
5 - يطلب إلى فريق الرصد أن يقدم تقريرا إلى اللجنة المنشأة عملا بالقرار 1267 (1999)، بوسائل منها تقديم إحاطات لخبراء آلية الرصد بشأن عمل آلية الرصد على النحو المحدد في الفقرة 3 أعلاه، ويطلب أيضا إلى فريق دعم إنفاذ الجزاءات أن يقدم تقريرا إلى فريق الرصد مرة في الشهر على الأقل؛	1
”ويتطلع مجلس الأمن إلى تقرير الفريق الرفيع المستوى المعني بالاتساق على نطاق منظومة الأمم المتحدة في مجالات التنمية والمساعدة الإنسانية والبيئة، ويأمل أن يؤدي ذلك دورا في كفالة اتباع الأمم المتحدة لنهج منسق إزاء المرأة والسلام والأمن.	1
وستقدم العملية أيضا الدعم اللوجستي لإعادة نشر الشرطة الوطنية في الجزء الشمالي من البلد دعما لخطة أمنية شاملة متفق عليها للعملية الانتخابية وضعتها السلطات الإيفوارية، بمساعدة عملية الأمم المتحدة في كوت ديفوار وقوة ليكورن.	0
12 - وفيما يتعلق بمراقبة الحدود والصادرات، دخل قانون التجارة الاستراتيجية لعام 2010 في ماليزيا حيز النفاذ في 1 كانون الثاني/يناير 2011، واعتمدت فنلندا قانونا جديدا لمراقبة الصادرات.	0
22 - يشير إلى الطلب الوارد في القرار 2178 (2014) إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم، بالتعاون الوثيق مع جميع هيئات الأمم المتحدة المعنية المعنية بمكافحة الإرهاب، تقريرا إلى اللجنة عملا بالقرار 1267 (1999) والقرار 1989 (2011) في غضون 180 يوما عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب المجندون في تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة أو المنضمون إليها، ويكرر تأكيد ضرورة أن يركز هذا التقرير أيضا على الاتجاهات المتصلة بانضمام مقاتلين إرهابيين أجانب إلى جميع الجماعات الإرهابية المدرجة في قائمة الجزاءات المفروضة على تنظيم القاعدة المنشأة عملا بالقرار 1267 والعمل معها، وأن يتضمن إحاطة شفوية تقدم إلى اللجنة وإحاطة تقدمها اللجنة إلى مجلس الأمن في الإحاطة العادية المقبلة بشأن مكافحة الإرهاب عن الجماعات العاملة في أفريقيا.	0
