en_ar_GOOGLE	MatCoop
&quot;ويؤكد مجلس الأمن أن للمنظمات الإقليمية ودون الإقليمية دورا هاما في التصدي للاتجار غير المشروع بالأسلحة الصغيرة والأسلحة الخفيفة، وضرورة أن تأخذ في الاعتبار، في ولايات عمليات حفظ السلام، حيثما يكون ذلك مناسبا، الصكوك الإقليمية التي تمكن الدول من تحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة.	0
ومع ذلك، فإن طبيعة معظم الجرائم الدولية تعني، كقاعدة عامة، أنها تُرتكب من قبل مسؤولي الدولة أو بتواطؤهم؛ ولذلك فمن الأفضل في كثير من الأحيان ترك محاكمتهم لآليات أخرى.	0
وتقوم وحدة الاستخبارات المالية بتبادل المعلومات مع نظيراتها في الخارج، سواء بشكل مباشر أو من خلال قنوات إنفاذ القانون.	1
(ح) تطوير الدور العالمي الذي تضطلع به المديرية التنفيذية في مجال الاتصالات الاستراتيجية المتعلقة بمكافحة الإرهاب، بما في ذلك عن طريق إحاطة عموم الأعضاء، والتفاعل مع القادة العالميين وصناع الرأي، والتواصل مع وسائل الإعلام وغيرها من أصحاب المصلحة المعنيين.	0
تنتهج جميع الدول سياسة لمكافحة الإرهاب، والأغلبية العظمى منها لديها وعي بتنظيم القاعدة وحركة الطالبان، على الرغم من أن العديد منها قد لا تكون القائمة الموحدة هي محور تركيزها الأساسي.	1
- بتاريخ 12 كانون الأول 2014، حاصر 200 عنصر من قوات النظام حي الفيض في مدينة جبلة. ولم يسمح لأحد بالدخول أو الخروج من الحي.	0
11 - ويظل أحد الأهداف الرئيسية للجنة مكافحة الإرهاب هو تيسير تقديم المساعدة التقنية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب، التي تسعى جاهدة إلى الوفاء بالتزاماتها بتنفيذ أحكام قرار مجلس الأمن 1373 (2001). ولكنها تفتقر إلى القدرة على القيام بذلك.	1
وقرر المجلس أيضًا: أن تتكون مستويات القوة الإجمالية للبعثة من ما يصل إلى 2370 جنديًا وعنصر شرطة يتكون من ما يصل إلى 2601 فردًا، وهي مستويات القوة التي أوصى بها الأمين العام. ودعا الأمين العام إلى ضمان بقاء مستوى قوة قريب من المستوى الحالي في البلاد حتى تقريره المقبل إلى المجلس، والتنبيه في تقريره عن أي تغييرات كبيرة في الوضع.	0
وبحلول كانون الأول/ديسمبر، سيتم استبدال مكتب معالجة الاستغلال والانتهاك الجنسيين بوحدة السلوك والانضباط التي تتعامل مع الاستغلال والانتهاك الجنسيين وأشكال سوء السلوك الأخرى.	1
وأشارت هذه الدولة إلى أنها تستخدم وسائط الإعلام والبرامج المستهدفة لتعزيز التسامح والحوار بين جميع الأديان والقوميات العرقية، وأن العديد من الدول المكونة لها أنشأت لجاناً أو مجموعات مشتركة بين الأديان تضم زعماء دينيين مختلفين لتعزيز التفاهم والتسامح.	1
وفشلت مهاجمة رابعة في تفجير قنبلتها وتم اعتقالها بعد أيام قليلة.	0
ومما لا جدال فيه أيضا أن أرمينيا، باعتبارها السلطة القائمة بالاحتلال، تتحمل المسؤولية المباشرة عن ارتكاب تلك الجرائم.	0
34 - أحرزت حكومة نيبال بعض التقدم نحو الوفاء بالتزاماتها في اتفاق السلام الشامل بتوفير إعادة تأهيل الأطفال الذين كانوا مرتبطين سابقا بالقوات والجماعات المسلحة.	1
إن قرب الحدود الباكستانية يوفر لهذه القوات القوة البشرية والمواد والملاذ.	0
76 - وقد أقرت جميع أطراف النزاع - حكومة السودان وجيش تحرير السودان وحركة العدل والمساواة - بأن هذا صراع داخلي مسلح.	0
73 - أنشئت إدارة الأمن المدني والتأهب لحالات الطوارئ رسميا في 9 تشرين الثاني/نوفمبر بموجب لائحة بعثة الأمم المتحدة رقم 2000/61.	1
اتخذت جميع الدول بعض الخطوات لتنظيم إنتاج وبيع ونقل الأسلحة والمتفجرات.	1
أن تؤخذ في الاعتبار نتائج الرصد والتقييم النهائية الواردة من المسح الساحلي الملوث بالنفط في المملكة العربية السعودية عندما ترصد اللجنة استخدام التعويضات في أنشطة العلاج البيئي، بما في ذلك التعويض الخاص بمطالبة اللجنة رقم 5000451.	0
وقد أصبح نحو 000 20 شخص بلا مأوى في أبيدجان بسبب التدمير المتعمد لمدن الصفيح.	0
ويكرر ضرورة عقد مؤتمر دولي في أقرب وقت ممكن لتنفيذ بيان جنيف من أجل تسهيل عملية سياسية بقيادة سورية تؤدي إلى عملية انتقالية من شأنها التعجيل بإنهاء الصراع في سوريا.	0
ولاحظ الفريق في تقريره الثاني (S/2005/83، الفقرة 135) أن الاتحاد الأوروبي، باعتباره أكثر هذه المناطق تطورا، يضمن لمواطنيه حرية التنقل داخل أراضي دوله الأعضاء البالغ عددها 25 دولة، بينما يضمن اتفاق شنغن إزالة الضوابط الحدودية بين العديد من الدول الأوروبية مع تعزيز الضوابط على الحدود الخارجية لمنطقة شنغن وزيادة التعاون الشرطي والقضائي داخل نظام شنغن.	1
