en_ar_DEEPL	MatCoop
156. واصل الفريق تعزيز وتشجيع تبادل الآراء مع الخبراء المعينين لمساعدة لجنة مكافحة الإرهاب والمديرية التنفيذية الناشئة للجنة مكافحة الإرهاب، وشارك في ثلاثة اجتماعات للجنة قُدمت فيها عروض بشأن المجالات ذات الصلة بعمل الفريق.	0
37. واصلت البعثة إعطاء أولوية عالية لسياسة عدم التسامح مطلقا مع الاستغلال والانتهاك الجنسيين، بما في ذلك من خلال تقديم إحاطات تمهيدية وتدريب منتظم لجميع موظفي الأمم المتحدة على منع الاستغلال والانتهاك الجنسيين.	1
65. وكان الرائد رينادو و 11 من رجاله قد وصلوا إلى المنطقة قادمين من آيلو في ذلك الصباح. وكان معهم مدنيون و 10 من ضباط الجيش الثوري الشعبي مسلحين ببنادق آلية.	0
24. وعلاوة على ذلك، يقترح الفريق أن تنظر اللجنة في مزايا الشطب المشروط أو المؤقت من القائمة، حيث يمكن للجنة إما أن تقدم فترة إعفاء ممتدة لبعض الأفراد المدرجين في القائمة من الطالبان، أو حتى تعليق الجزاءات تماما، في ظل شروط مسبقة معينة، طالما تلقت تأكيدات منتظمة على مدى فترة محددة بأن إدراجهم في القائمة لم يعد مناسبا.	0
23. يطلب إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، بالتعاون الوثيق مع هيئات الأمم المتحدة الأخرى المعنية بمكافحة الإرهاب، تقريرا إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011)، وأن يقدم إلى اللجنة في غضون 60 يوما تقريرا شفويا أوليا مستكملا عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب الذين يجندهم أو ينضمون إلى تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة، بما في ذلك:	1
يشرفني أن أحيل إليكم طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2048 (2012) بشأن غينيا - بيساو، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.	0
يطالب جميع الأطراف في النزاعات المسلحة بأن تتخذ على الفور التدابير المناسبة لحماية المدنيين، بمن فيهم النساء والأطفال، من جميع أشكال العنف الجنسي، بما في ذلك تدابير من قبيل إنفاذ التدابير التأديبية العسكرية المناسبة والتمسك بمبدأ مسؤولية القيادة، وتدريب القوات على الحظر القاطع لجميع أشكال العنف الجنسي ضد المدنيين، وفضح الخرافات التي تؤجج العنف الجنسي، وفحص المرشحين للالتحاق بالجيوش الوطنية وقوات الأمن لضمان استبعاد من لهم صلة بالانتهاكات الجسيمة للقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، بما في ذلك العنف الجنسي.	0
وسيقوم الاتحاد بإنشاء وصيانة مستودع إلكتروني على شبكة الإنترنت لجمع وإتاحة المذكرات غير المحررة من المشاركين في مجموعة الاتصال التي تعكس وجهات نظرهم حول الجهود الدولية المبذولة منذ عام 2008 لمكافحة القرصنة قبالة سواحل الصومال للباحثين والمحللين وصانعي السياسات.	1
ولهذا الغرض، أذكر أن القادة اللبنانيين كانوا قد أعادوا عقد الحوار الوطني بعد أحداث أيار/مايو 2008، وكانت مهمته الرئيسية وضع استراتيجية دفاعية وطنية تعالج مسألة السلاح الحرجة الخارج عن سيطرة الدولة.	0
وتوفر وحدات الشرطة المشكّلة القدرة على السيطرة على الحشود في حالة حدوث مظاهرات غير قانونية أو غير منضبطة وحماية موظفي الأمم المتحدة ومنشآتها وممتلكاتها في مناطق مسؤولية كل منها.	1
13. في الفترة من 13 إلى 17 أيلول/سبتمبر، أجرى برنامج الأغذية العالمي، بالتعاون مع مفوضية الأمم المتحدة لشؤون اللاجئين، استعراض منتصف المدة لبرنامج التغذية في مخيمات اللاجئين في منطقة تندوف، شاركت فيه حكومة الولايات المتحدة ومكتب المعونة الإنسانية التابع للمفوضية الأوروبية بصفة مراقبين.	1
يقرر أن تتخذ جميع الدول التدابير اللازمة لمنع بيع أو توريد الأسلحة والأعتدة ذات الصلة بجميع أنواعها، بما في ذلك الأسلحة والذخائر والمركبات والمعدات العسكرية والمعدات شبه العسكرية وقطع الغيار اللازمة لما سبق ذكره، سواء كان منشؤها في أراضيها أو لم يكن، إلى [الدولة المتضررة] من جانب رعاياها أو من أراضيها أو باستخدام السفن أو الطائرات التي ترفع علمها.	0
