en_ar_DEEP	MatConf
(ب) توريد الأسلحة والأعتدة ذات الصلة أو بيعها أو نقلها إلى؛ (ج) التوظيف من أجل؛ أو	1
وينص اتفاق 12 ديسمبر/كانون الأول أيضاً على الإفراج المبكر عن أسرى الحرب وجميع الأشخاص الآخرين المحتجزين نتيجة للنزاع المسلح وإعادتهم إلى أوطانهم.	0
وعلى الرغم من تلك التحديات، لا يسعنا إلا أن نعترف بأن حوالي 50 في المائة من السكان الأفغان يعيشون في مناطق تم فيها تسليم المسؤولية عن الأمن إلى قوات الأمن الأفغانية.	0
وشهد العديد من الشهود بأنه تم استخدام ألفاظ مسيئة ومهينة ضد المعتقلين، الذين كانوا يطلق عليهم في كثير من الأحيان "العبيد".	1
27 - وعلى الرغم من التأخير، فإن ما يشجعني هو أن جميع الأطراف المعنية قد وافقت الآن على استئناف تبادل الزيارات العائلية، مما يسمح لآلاف الأفراد في الإقليم والمخيمات في منطقة تندوف بالاستفادة من هذا البرنامج الإنساني.	0
أعربت الفصائل الفلسطينية الكبرى في لبنان عن قلقها إزاء الأحداث وأعلنت نأيها بنفسها عن فتح الإسلام.	0
إن قرار مجلس الأمن 1373 (2001)، الذي اتخذ في أعقاب الهجمات الشنيعة التي وقعت في الولايات المتحدة في 11 أيلول/سبتمبر 2001، يشكل علامة بارزة في الجهود المبذولة على مستوى الأمم المتحدة.	0
ويشكل نزع سلاح الميليشيات اهتماما ذا أولوية، وخاصة في الفترة التي تسبق الحملة الانتخابية، مع احتمال حدوث أعمال عنف ذات دوافع سياسية.	0
وفي الواقع، فإن العديد من القوانين المعمول بها في السودان اليوم تتعارض مع المعايير الأساسية لحقوق الإنسان.	1
ويبدو أن الغرض منها هو أن تنتقل قوات حركة تحرير الكونغو/التجمع الكونغولي من أجل الديمقراطية-جناح من مدينة إلى أخرى لتدمير كل ما يمكن أن تقع أيديهم عليه.	1
وفي منطقة هيران بوسط الصومال، أدى قتال عنيف يومي 7 و8 حزيران/يونيه بين قبيلتي جالجيل وجاجيل في هوية على الأراضي والمياه على الجانب الغربي من بيليتوين إلى مقتل 36 شخصا وإصابة 70 آخرين. الناس.	1
4. مقتل جرحى من جنود العدو	1
ويدعو المجلس أيضا الأمم المتحدة والاتحاد الأفريقي إلى إجراء تحقيق مشترك في الشبكات اللوجستية لجيش الرب للمقاومة والمصادر المحتملة للتمويل غير المشروع، بما في ذلك التورط المزعوم في الصيد غير المشروع للأفيال والتهريب غير المشروع ذي الصلة.	0
وتظهر الهجمات في أفغانستان بشكل متزايد تأثير أساليب تنظيم القاعدة في العراق، حيث أصبحت التفجيرات الانتحارية وقطع الرؤوس أكثر شيوعا، وتظهر الأدلة على شاشات التلفزيون.	1
وسيتم التركيز على المدى القصير على مراقبة الحدود والموارد الطبيعية في إيتوري، وتقييد حركة عناصر القوات الديمقراطية المتحالفة/الجيش الوطني لتحرير أوغندا في كيفو الشمالية، والسيطرة على المناطق التي أخلتها القوات الديمقراطية لتحرير رواندا بعد العملية المشتركة بين بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية والقوات المسلحة لجمهورية الكونغو الديمقراطية. العمليات، ومساعدة الشرطة الوطنية في توفير الأمن للسكان في جنوب كيفو.	1
وأبلغ الأمين العام المساعد المجلس بأن الجماعات المسلحة تواصل ترويع السكان في المناطق الخاضعة لسيطرتها، حيث ترتكب عمليات القتل والاختطاف والتعذيب وسوء المعاملة وغيرها من الانتهاكات الجسيمة لحقوق الإنسان، بما في ذلك تدمير المساكن والاستيلاء على الممتلكات. واستمرار وجود ادعاءات بشأن انتهاكات حقوق الإنسان التي ترتكبها بعض كتائب المتطوعين الخاضعة لسيطرة الحكومة.	1
واعتبر أن المساءلة هي مفتاح المصالحة وأنه يتعين أيضاً بذل الجهود لمحاسبة أعضاء الجماعات المسلحة الذين ارتكبوا انتهاكات جسيمة لحقوق الإنسان.	1
وفي أعقاب المعركة، حصل فريق الرصد على حاويتين معدنيتين للذخيرة وصور لحاويات ذخيرة أخرى زعمت مصادر فريق الرصد أن الدولة المعنية قدمتها.	0
لقد أرسى الزعيمان الأسس لاستمرار الحوار بين لبنان والفلسطينيين، وهو ما يمثل في رأيي خطوة هامة نحو التغلب بشكل نهائي على الماضي الصعب ونحو إعادة تأكيد سيادة لبنان واستقلاله السياسي.	0
وأفاد الأمين العام المساعد للشؤون السياسية عن تزايد الهجمات التي يشنها جيش الرب للمقاومة في عام 2011 وشدد على الأثر الخطير على المدنيين والحالة الإنسانية.	1
'3` التعاون مع المنظمات الدولية، بما في ذلك لجان مجلس الأمن المنشأة عملا بالقرارين 1267 (1999) و 1373 (2001)؛	0
484 - وفي المناقشات التي جرت مع اللجنة بشأن منهجية لجان الاغتصاب، تم التأكيد بشكل كبير على الدعاية الواسعة النطاق لولاية اللجان.	0
قُتل ستة رجال ودُفنوا في قبور فردية.	1
وقال أعضاء المجلس إنه ينبغي للأمم المتحدة أن تلعب دورا قياديا في الاستجابة الدولية لمتطلبات ليبيا في مرحلة ما بعد الصراع.	0
