en_ar_DEEPL	MatConf
"ويدعو مجلس الأمن حكومة الوحدة الوطنية والانتقالية إلى بدء العمل فورا مع اللجنة الدولية لدعم العملية الانتقالية ومع بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية من أجل إنشاء آليات لتوثيق التنسيق، من أجل التعجيل بإصلاح قطاع الأمن واعتماد التشريعات الأساسية والتحضير للانتخابات.	0
وإذ يكرر دعوته الطرفين ودول المنطقة إلى التعاون على نحو أوفى مع الأمم المتحدة ومع بعضها البعض وإلى تعزيز مشاركتها لإنهاء المأزق الحالي وإحراز تقدم نحو حل سياسي,	0
وأجمع أعضاء المجلس على قلقهم إزاء حالة عملية السلام وأعربوا عن أملهم في أن يؤدي الاجتماع المقبل لمجموعة أصدقاء الأمين العام إلى دفعها إلى الأمام. مسائل أخرى	0
اسمحوا لي أن أبدأ بتكرار الإعراب عن قلق الاتحاد الأوروبي العميق إزاء الوضع في الصومال وإزاء الآثار الإقليمية المترتبة على الصراع فيه.	0
يوصي فريق الرصد بأن تقوم اللجنة بوضع حد أدنى من معايير تحديد القيود وتيسير إجراءاتها لإزالة القيود عندما تتوفر أدلة كافية لاعتبارها ميتة أو منتهية الصلاحية.	0
وقد تم نقل السجناء بناءً على تقارير موثوقة تفيد باحتمال وجود محاولة لإطلاق سراحهم من الاحتجاز في بوكافو.	1
ويبقى ما يقلقني كثيراً هو أن الجهود التي يبذلها الليبيريون لإعادة بناء نظام محاكمهم ستتطلب وقتاً طويلاً، وبالتالي فإن النظام نفسه سيبقى على الأرجح ضعيفاً وقابلاً للاختراق على المدى القصير.	0
76. ينبغي لدول المنطقة دون الإقليمية: (أ) اعتماد أطر قانونية وطنية لمكافحة الإرهاب تتسم بالشمول والاتساق وتشمل جميع الجرائم الإرهابية المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب، وتنفيذ قوانين وأنظمة مكافحة غسل الأموال وتمويل الإرهاب تنفيذا فعالا، مع الامتثال في الوقت نفسه للمعايير الدولية لحقوق الإنسان؛	0
بالنيابة عن الجمهورية التشيكية، أود أن أشكر لجنة مكافحة الإرهاب على كل الجهود التي تبذلها في مكافحة الإرهاب الدولي.	0
وقد تم الإفراج عن رجال الشرطة في الأسبوع الأول من شهر مارس/آذار بسبب المدة التي قضوها في السجن. وفي 8 آذار/مارس 2008، كتب إليّ السيد عبد العزيز محتجاً على أن الإفراج المبكر عن رجال الشرطة كان بمثابة "عرض للإفلات من العقاب" من قبل السلطات المغربية على أفعال رجال الشرطة.	1
وفي هذا السياق، سأقول كلمة عن قرار المجلس الذي صدر مؤخراً بشأن اليمن، وهو إدانة طال انتظارها لانتهاكات الحكومة اليمنية.	0
وذكر رب الأسرة أنهم أثناء محاولة الفرار من منزلهم واجهوا ستة رجال عرب اغتصبوا ابنته البالغة من العمر 25 عاماً أمامه هو وزوجته وأطفاله الصغار.	1
o في 18 تشرين الثاني/نوفمبر 2014، ألقت مروحيات النظام برميلين متفجرين على معر شمارين مما أسفر عن مقتل 6 مدنيين، من بينهم 4 أطفال وامرأتان.	1
وقد اتخذ برنامج الأمم المتحدة الإنمائي وشركاؤه المنفذون ترتيبات لتوفير خدمات إعادة الإدماج لـ 7,219 مقاتل سابق إضافي بمجرد تسريحهم.	0
وإذ يشير إلى البيان الرئاسي الصادر عن مجلس الأمن (S/PRST/2012/17) المؤرخ 4 أيار/مايو 2012 بشأن الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية،	0
4. وبلغ متوسط الإيرادات الشهرية المستحقة لصندوق التعويضات للسنة حتى الآن حوالي 351.2 مليون دولار، مع استمرار تجاوز متوسط المدفوعات الفصلية من التعويضات الممنوحة ما يزيد على بليون دولار.	0
وتلقت اللجنة معلومات موثوقة تفيد بأن هؤلاء الأشخاص تعرضوا للتعذيب والمعاملة القاسية واللاإنسانية والمهينة.	1
وشدد السيد سيديكو على أنه حتى وإن كانت حركة الشباب قد عانت من انتكاسات عسكرية، إلا أنها لا تزال تحتفظ بأعداد كبيرة من مقاتليها ومعداتها في المناطق الريفية بشكل رئيسي، واعتبر أن ذلك ربما كان يهدف إلى الحفاظ على قتال غير متكافئ طويل الأمد.	1
"ويدعو مجلس الأمن الأمين العام إلى أن يواصل إحالة المعلومات والتحليلات ذات الصلة إلى المجلس حيثما رأى أن تلك المعلومات أو التحليلات يمكن أن تسهم في تحسين عمله بشأن حماية المدنيين في النزاعات المسلحة وأن يواصل تضمين تقاريره الخطية المقدمة إلى المجلس عن المسائل المعروضة عليه، حسب الاقتضاء، ملاحظات تتعلق بحماية المدنيين في النزاعات المسلحة.	0
وفي 2 أيار/مايو، قدم وكيل الأمين العام للشؤون القانونية والمستشار القانوني، نيكولاس ميشيل، إحاطة إلى المجلس عن رحلته الأخيرة إلى لبنان وحث الأعضاء على الاستجابة للحاجة إلى سد الثغرة والمساعدة في بدء نفاذ المحكمة الخاصة بلبنان.	0
(2) يعاقب الجاني بالسجن لمدة تتراوح بين ثلاث وعشر سنوات,	1
كانت إريتريا تنظم وتدرب ثم ترسل إلى إثيوبيا جميع أنواع رجال العصابات والعناصر الإرهابية لإحداث الفوضى في بلدنا وإحداث زعزعة الاستقرار السياسي.	1
12. وخلاصة القول إنه على الرغم من أن الهجمات التي تشنها الميليشيات على المدنيين لم تحدث على النطاق الواسع أو المنهجي الذي شهدته الأشهر السابقة للبيان المشترك، فإن هذه الهجمات استمرت وتكثفت في الآونة الأخيرة.	1
وبالنسبة للمؤسسات المصرفية، فإن هذا الالتزام منصوص عليه أيضًا في لائحة البنك الوطني التشيكي رقم 1 الصادرة في 8 سبتمبر 2003.	0
20. يشجع الدول الأعضاء على تبادل المعلومات على وجه السرعة مع الدول الأعضاء الأخرى، ولا سيما دول المنشأ والمقصد والعبور، عندما تكتشف سفر أفراد مدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة؛	0
يدعو جميع الأطراف المعنية إلى كفالة أن تراعي جميع عمليات السلام واتفاقات السلام والتخطيط للإنعاش والتعمير بعد انتهاء النزاع الاحتياجات الخاصة للنساء والأطفال وأن تشمل تدابير محددة لحماية المدنيين بما في ذلك ... '3` تهيئة الظروف المواتية لعودة اللاجئين والمشردين داخليا بصورة طوعية وآمنة وكريمة ومستدامة ...	0
إن البلاد تتحمل ما تنوء بحمله البلاد من مخالفات الحرب الرهيبة.	1
منع وإنهاء تجنيد الأطفال الجنود الأطفال في انتهاك للقانون الدولي.	0
وحتى في أفغانستان، على الرغم من أن المسؤولين الأفغان وأعضاء قوات التحالف أخبروا الفريق أنهم مقتنعون بأن حركة طالبان تستفيد من العائدات الضخمة التي تدرها تجارة المخدرات، إلا أنه من الصعب إثبات أمثلة ملموسة على ذلك.	1
يتم البحث عن هذه الأسلحة لأنها صغيرة الحجم وتوفر للإرهابيين القدرة على الهجوم بأمان من بعيد وإحداث أضرار جسيمة.	1
والتزموا بتوحيد الجهود في الحرب ضد بوكو حرام، وتعهدوا بالانتهاء من إنشاء مقر قيادة قوة العمل المشتركة متعددة الجنسيات بحلول 20 نوفمبر/تشرين الثاني في نيجيريا ونشر كتيبة قوامها 700 جندي لكل منهما داخل الحدود الوطنية.	0
ومن بين أفراد الجنجويد الذين حددتهم اللجنة كجناة، يُشتبه في أنهم جميعًا شنوا هجمات عشوائية على المدنيين، وهي جريمة حرب.	1
ثم هاجموا مركز الشرطة وقتلوا اثنين من رجال الشرطة واستولوا على الأسلحة والذخيرة.	1
وقد تمكن الفريق في الاجتماعات الدولية من الحكم على وعي الدولة بنظام الجزاءات دون الاستفادة من التحضير له.	0
لا تزال هذه الجماعة واحدة من أكثر الجماعات المسلحة المتطرفة قدرة في العراق.	0
تم إغلاق المدارس التي رفضت التسجيل أو التي لها صلات بمنظمات إرهابية محظورة.	0
حملت الضحية نتيجة هذا الاغتصاب وأنجبت طفلاً فيما بعد.	1
كما تهدف أيضاً إلى تعزيز المساهمات السياسية على المستويين الوطني والأوروبي، بما في ذلك تنفيذ استراتيجية الاتحاد الأوروبي لعام 2005 لمكافحة التطرف والتجنيد للإرهاب.	0
D. الاستماع باهتمام أكبر لأصوات الضحايا 112- الاستماع إلى أصوات الضحايا. يرتبط ارتباطا وثيقا بمفهوم الخطاب المضاد الاعتراف المتزايد بأهمية أصوات ضحايا الإرهاب في استراتيجيات مكافحة التحريض الفعالة.	0
وبخلاف ذلك، لم تقع سوى حوادث أمنية طفيفة أثرت على العملية الانتخابية بشكل مباشر منذ بدء تسجيل الناخبين في 25 نيسان/أبريل. وشملت هذه الحوادث حوادث تتعلق بالصفوف الطويلة في مراكز التسجيل، واعتداءات طفيفة على حراس الانتخابات الأفراد، وسرقة وتدمير المعدات.	1
وفي إحدى الحالات التي تم الإبلاغ عنها من دلبة في غرب دارفور، تعرض الضحية للضرب حتى الموت.	1
كما استمر العمل أيضًا على وضع إطار قانوني مؤقت، والذي من شأنه أن يحدد الحكم الذاتي الجوهري ويضع الأساس للانتخابات المركزية.	0
وإذ يضع في اعتباره مسؤوليته الرئيسية بموجب ميثاق الأمم المتحدة عن صون السلم والأمن الدوليين، وإذ يؤكد أهمية اتخاذ تدابير تهدف إلى منع نشوب النزاعات وحلها،	0
أولاً، حفز إنشاء المحكمتين المخصصتين السلطات الوطنية على مكافحة الإفلات من العقاب على هذه الجرائم نفسها.	0
وقد أفاد بأن قيادة التجمع الكونغولي من أجل الديمقراطية قد أعادت السيطرة على الوضع، وأنها بصدد تجميع خصومها.	1
24. لا تزال مشاكل القانون والنظام تسهم في هشاشة الوضع الأمني في بعض مناطق كاتانغا حيث لم تنشئ الحكومة الانتقالية آليات أمنية فعالة لحماية المدنيين.	1
ويشدد على وجه الخصوص على الحاجة الملحة لتوفير حماية مادية أفضل للسكان المشردين وكذلك للفئات الضعيفة الأخرى، ولا سيما النساء والأطفال. وينبغي تركيز الجهود في المناطق التي يكون فيها هؤلاء السكان والفئات الأكثر عرضة للخطر.	1
ومن أجل مواصلة تنقية القائمة من القيودات غير الملائمة، يوصي الفريق بأن تدعو اللجنة، عند إجراء استعراضها الذي يجري كل ثلاث سنوات، الدول المعنية المقدمة للأسماء إلى تقديم طلبات شطب الأسماء التي تفتقر إلى محددات كافية لتحديد الهوية للسماح بتنفيذ التدابير بفعالية.	0
(س) القيام، بالتشاور الوثيق مع السلطات [الوطنية] ...، بوضع وتنفيذ برنامج مشترك متعدد السنوات للأمم المتحدة لدعم العدالة من أجل تطوير سلسلة العدالة الجنائية والشرطة والقضاء والسجون في المناطق المتأثرة بالنزاع، ودعم برنامجي استراتيجي على المستوى المركزي ....	0
تعرض عمال الإغاثة الإنسانية للمضايقات والاعتداءات المتكررة خلال حوادث اللصوصية.	1
وكما سيشار إليه لاحقاً، فإن هذه النتيجة المتعلقة بمسؤولية الدولة العراقية تستند إلى انتهاك العراق لقانون الحرب (حظر التهديد باستخدام القوة أو استخدامها في المادة 2 (4) من الميثاق) وليس إلى انتهاكات قانون الحرب (انتهاكات القانون الدولي الإنساني)، والتي هي محور التركيز الرئيسي لقرارات اللجنة الأوروبية لمناهضة التعذيب.	1
47. واستنادا إلى الروايات الواردة من شهود عيان، وكما هو مبين في التصريحات العلنية للمدير العام للشرطة، كانت قوات الأمن قد تمركزت بالفعل في الصباح الباكر من يوم 25 آذار/مارس في عدة مناطق رئيسية في أبيدجان، وهي أبوبو وأدجامي ويوبوغون وأنياما وكوماسي.	1
وفي هذا السياق، نعتقد أنه من المهم أن نلفت انتباه مجلس الأمن بجدية شديدة إلى التهديدات التي تشكلها المنظمات الدينية الراديكالية والمتطرفة مثل حزب التحرير، ونحث المجلس على فرض أشد العقوبات ضد المنظمات الإرهابية.	0
وقد أنشأت معسكرات تدريب عسكرية في منطقة مقديشو الكبرى، بما في ذلك معسكرات التدريب في لانتا بورو وهيلوين، وأرسلت أسلحة حصلت عليها في سوق بكار للأسلحة إلى هذه المعسكرات.	1
(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو مرورهم العابر بها، شريطة ألا يكون في هذه الفقرة ما يلزم أي دولة برفض دخول رعاياها إلى أراضيها أو طلب مغادرتهم لها، ولا تنطبق هذه الفقرة عندما يكون الدخول أو المرور العابر ضرورياً للوفاء بعملية قضائية أو عندما تقرر اللجنة على أساس كل حالة على حدة أن الدخول أو المرور العابر له ما يبرره;	1
"لا يزال مجلس الأمن يشعر بقلق بالغ إزاء الحالة الأمنية في جمهورية أفريقيا الوسطى.	0
