en_es_DEEP	MatConf
En la resolución, el Consejo afirmó que la autorización se aplica sólo con respecto a la situación en Somalia y que no afectará los derechos u obligaciones o responsabilidades de los Estados miembros bajo el derecho internacional, incluyendo cualquier derecho u obligación bajo la Convención de las Naciones Unidas sobre la Derecho del Mar, incluido el principio general de jurisdicción exclusiva de un Estado del pabellón sobre sus buques en alta mar, con respecto a cualquier otra situación, subrayó en particular que no se considerará que la resolución establece el derecho internacional consuetudinario y señaló que tal la autorización no se concedió hasta que se recibió la carta de 8 de octubre de 2014 en la que se transmitía la solicitud del Presidente de la República Federal de Somalia.	0
Además, los menores no siempre están separados de los adultos y algunos presos todavía están sujetos a largos períodos de prisión preventiva, que a veces duran hasta 10 años.	1
En nombre de la República Checa, quisiera agradecer al CTC por todos los esfuerzos que realiza en la lucha contra el terrorismo internacional.	0
Quienes adquieren la mayor experiencia terrorista operativa hoy en día son aún más jóvenes y se componen principalmente de personas desde la adolescencia hasta los 30 años.	1
- se ha vuelto más fácil, en un mundo cada vez más globalizado, que los terroristas exploten tecnologías, comunicaciones y recursos sofisticados para sus objetivos criminales;	0
La secretaría estaba integrada por investigadores criminales, observadores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector policial, un oficial de gestión de datos, oficiales de seguridad y otro personal de apoyo administrativo.	0
12. En estrecha cooperación con el Comité establecido en virtud de las resoluciones 1267 (1999) y 1540 (2004) y de conformidad con su mandato, el Comité prestará especial atención a los Estados respecto de los cuales falta información sobre la aplicación de la resolución 1373 (2001) y discutir la mejor manera de abordar el problema.	0
Entre ellas figuraban emboscadas, así como ataques asimétricos y con cohetes contra los bienes y el personal de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA).	1
Recordando la Declaración Presidencial del Consejo de Seguridad (S/PRST/2012/17) de 4 de mayo de 2012 sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	0
Al concluir la reunión, el Comité adoptó un documento final con visión de futuro en el que se insta a todos los Estados miembros a garantizar la tolerancia cero frente al terrorismo y a adoptar medidas urgentes para prevenir y combatir el terrorismo en todas sus formas y manifestaciones mediante la aplicación plena y efectiva del resolución.	0
A menudo los civiles fueron desplazados por la fuerza como resultado del ataque.	1
La fuerza policial debe estar, y debe parecer, entrenada en un ambiente políticamente neutral.	1
El grupo ha explotado la porosa frontera entre Nigeria y Camerún y ha secuestrado a ciudadanos extranjeros en Camerún.	1
67. Renuevo mi llamamiento para la liberación inmediata e incondicional de todos los marinos inocentes mantenidos como rehenes en Somalia para que puedan reunirse con sus familias.	0
Decide que el mandato de [la Misión] se reforzará y actualizará de la siguiente manera: Promoción y protección de los derechos humanos: -- Ayudar a fortalecer las capacidades del sistema judicial, incluidos los mecanismos de justicia de transición, y de las instituciones nacionales de derechos humanos y ayudar con los esfuerzos de reconciliación nacional;	0
Reconoce que, a pesar de los avances logrados en materia de igualdad de género, es necesario intensificar los esfuerzos, incluidos objetivos mensurables y orientados a la acción, para garantizar los derechos de las mujeres y las niñas y garantizar que todas las mujeres y las niñas en [el país afectado] estén protegidas de la violencia y el abuso, disfrutar de igual protección ante la ley y de igual acceso a la justicia, condena enérgicamente la discriminación y la violencia contra las mujeres y las niñas, en particular la violencia dirigida a impedir que las niñas asistan a la escuela, destaca la importancia de aplicar las resoluciones del Consejo de Seguridad 1325 (2000), 1820 (2008) , 1888 (2009), 1889 (2009) y 1960 (2010), señala los compromisos de integración introducidos en ellos y de garantizar que las mujeres que huyen de la violencia doméstica puedan encontrar un refugio seguro;	0
Durante este período se reforzó la base de apoyo de la Comisión y se instalaron nuevos programas de software que hicieron más operativa la base de datos.	0
21. Dadas las preocupaciones antes mencionadas y la continua existencia y actividades de milicias en el Líbano, mejorar la gestión y el control de las fronteras terrestres del Líbano es fundamental para impedir el flujo ilegal de armas a grupos armados.	0
Condenar y pedir el cese inmediato de todos los actos de violencia o abusos cometidos contra civiles en violación del derecho internacional humanitario y de los derechos humanos aplicables.	0
El Consejo reafirma, recuerda o reitera periódicamente su exigencia de que los Estados hagan cumplir los embargos de armas existentes, ya que su aplicación sigue planteando desafíos importantes.	0
Durante el período que se examina, la MINURSO descubrió y marcó 260 minas y artefactos explosivos sin detonar y supervisó la destrucción de 3.693 minas y artefactos explosivos sin detonar.	1
Además, el Consejo reafirma su llamado a una mayor incorporación de la perspectiva de género en todas las operaciones de mantenimiento de la paz y acoge con agrado las políticas de las operaciones de mantenimiento de la paz de las Naciones Unidas para promover y proteger los derechos de las mujeres y tener en cuenta una perspectiva de género como se establece en la resolución 1325 (2000).	0
Alrededor de las 5 de la tarde del mismo día, testigos de Anka observaron entre 300 y 400 Janjaweed a pie y otros 100 Janjaweed en camellos y caballos, avanzando hacia Anka desde la dirección de Barey.	1
4. La Unidad de Inteligencia Financiera entró en funcionamiento a principios del decenio de 1990. Fue establecido mediante legislación introducida para abordar un problema creciente de lavado de dinero por parte de grupos criminales organizados, y enmendada en 2002 para abordar la supresión de la financiación del terrorismo. Los "comerciantes de efectivo" están obligados a identificar a sus clientes, mantener registros de la identificación del cliente y de la actividad de la cuenta del cliente durante al menos siete años después del cierre de la cuenta, y a informar a la UIF transacciones en efectivo significativas (más de $7,000), transacciones sospechosas y fondos. transferir instrucciones hacia o desde el país.	0
10. Las medidas adoptadas por los Estados abarcan las actividades prohibidas por agentes no estatales, enumeradas en el párrafo 2 de la resolución 1540 (2004), en relación con las armas nucleares, químicas y biológicas y sus sistemas vectores, y los controles de los materiales conexos, de conformidad con el párrafo 3 de la resolución.	1
c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;	0
La frecuencia de los ataques está aumentando, incluso con cohetes de artillería, y los reclutas son abundantes.	1
En una reunión con la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC) el 5 de agosto, el nuevo Ministro de Justicia describió los esfuerzos del nuevo Gobierno para renovar la Unidad a fin de alinearla con los objetivos de la Iniciativa de la Costa de África Occidental. El 27 de octubre, más de 100 miembros del Parlamento y representantes gubernamentales aprobaron una declaración política en la que reiteraban el compromiso de Guinea-Bissau de apoyar iniciativas para combatir la delincuencia organizada transnacional, incluidos el tráfico de drogas, la corrupción, el blanqueo de dinero y el terrorismo. Pidieron un apoyo continuo de las Naciones Unidas para fortalecer las instituciones nacionales en esta área.	0
