en_es_DEEP	VerCoop
a) Promover la adopción de marcos jurídicos nacionales amplios e integrados de lucha contra el terrorismo, de conformidad con el estado de derecho y las obligaciones en materia de derechos humanos, y mejorar las capacidades nacionales para investigar, enjuiciar y juzgar actos terroristas, incluso solicitando asistencia para el desarrollo de capacidades como necesario;	0
3. Como solicitó el Consejo de Seguridad en su resolución 1787 (2007), el Director Ejecutivo, dentro de los 60 días siguientes a la aprobación de esa resolución y en consulta con el Comité, recomendará cambios en el plan de organización de la Dirección Ejecutiva mencionado en el párrafo 4 de la resolución 1535 (2004) del Consejo.	1
Los Estados visitados cuentan con medidas y políticas operacionales para la represión del reclutamiento de terroristas.	0
Además, el Consejo reafirma su llamado a una mayor incorporación de la perspectiva de género en todas las operaciones de mantenimiento de la paz y acoge con agrado las políticas de las operaciones de mantenimiento de la paz de las Naciones Unidas para promover y proteger los derechos de las mujeres y tener en cuenta una perspectiva de género como se establece en la resolución 1325 (2000).	1
59. La prohibición de viajar tiene un potencial particular contra quienes financian a Al-Qaida y los talibanes, a quienes puede resultarles complicado utilizar una identidad falsa o evadir de otro modo las restricciones a sus movimientos.	0
La perspectiva de la PNTL expresada a la Comisión fue que los peticionarios debían ser arrestados y entregados a la PNTL sólo si estaban en movimiento, y que no se autorizaban operaciones para capturar a los peticionarios.	0
La célula también ha trabajado para mejorar la capacidad de navegación y las habilidades cartográficas tanto del personal civil como de los observadores militares y continúa promoviendo el uso de la tecnología SIG como herramienta de toma de decisiones.	1
Decide que [la misión] tendrá el siguiente mandato en [el país afectado], en enlace con el equipo de las Naciones Unidas en el país... Seguridad y protección de los civiles c) Servir de enlace con el... Gobierno [del país afectado ] y la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) en apoyo de sus esfuerzos para reubicar los campamentos de refugiados que están muy cerca de la frontera, y para proporcionar al ACNUR, según disponibilidad y costos reembolsables, asistencia logística para ese propósito; ... e) Apoyar las iniciativas de las autoridades nacionales y locales de [el país afectado] para resolver las tensiones locales y promover los esfuerzos de reconciliación local, a fin de mejorar las condiciones para el regreso de los desplazados internos.	0
b) Impedir la entrada en su territorio o el tránsito por él de dichas personas, sin que en ningún caso lo dispuesto en este párrafo obligue a ningún Estado a denegar la entrada o exigir la salida de su territorio de sus propios nacionales, y este párrafo no se aplicará cuando la entrada o el tránsito sean necesarios para el cumplimiento de un proceso judicial o el Comité determine únicamente caso por caso que la entrada o el tránsito están justificados;	0
Visitó 30 lugares donde se produjeron incidentes y se reunió con las autoridades locales, en particular con las fuerzas armadas.	1
c) Impedir el suministro, la venta o la transferencia directa o indirecta, a estas personas, grupos, empresas y entidades desde sus territorios o por sus nacionales fuera de sus territorios, o utilizando buques o aeronaves de su pabellón, de armas y material conexo de todo tipo. incluyendo armas y municiones, vehículos y equipos militares, equipos paramilitares y repuestos para los mismos y asesoramiento, asistencia o entrenamiento técnico relacionado con actividades militares; y recuerda que todos los Estados aplicarán las medidas con respecto a las personas y entidades incluidas en la lista;	0
"El Consejo observa con preocupación los desafíos en el ámbito del desarrollo social y económico, ya que se ha producido un marcado deterioro del nivel de vida de la gran mayoría de los haitianos.	0
Por lo tanto, la comunidad internacional debe tomar las medidas necesarias para impedir que Israel persista en la política deplorable y destructiva que ha iniciado en Gaza, y debe subrayar su rechazo a todas esas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.	0
3. Decide también que todos los Estados adoptarán y aplicarán medidas eficaces para establecer controles internos a fin de prevenir la proliferación de armas nucleares, químicas o biológicas y sus sistemas vectores, incluso estableciendo controles apropiados sobre los materiales conexos, y con este fin:	0
Esa restricción deberá permanecer vigente mientras la participación en dicho viaje genere la obligación de informar sobre asuntos sustantivos.	0
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	0
El Consejo de Seguridad recuerda las obligaciones de los Estados de respetar y garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y destaca su responsabilidad de poner fin a la impunidad y enjuiciar a los responsables de genocidio, crímenes de lesa humanidad y violaciones graves del derecho humanitario.	1
Algunos Estados y organizaciones regionales también han puesto en marcha otras iniciativas relacionadas con el control fronterizo, como sistemas de notificación o autorización que exigen a los viajeros que proporcionen información de identificación antes de su viaje, o han establecido nuevos sistemas de información sobre visas o bases de datos compartidas.	0
La Federación de Rusia informó que había introducido medidas para proteger los buques y las instalaciones portuarias contra ataques terroristas, según lo establecido en las disposiciones del Código PBIP relativas a la formación, notificación y señales en situaciones de emergencia.	0
"El Consejo de Seguridad reitera que no existe una solución militar al conflicto en Afganistán y que sólo una solución política negociada encaminada al establecimiento de un gobierno de base amplia, multiétnico y plenamente representativo, aceptable para todos los afganos, puede conducir a la paz y la reconciliación. .	1
La Comisión también considera que las restricciones impuestas a la población de desplazados internos en los campamentos, en particular a las mujeres, aterrorizándolas mediante actos de violación o asesinatos o amenazas de violencia contra la vida o la persona por parte de los Janjaweed, equivalen a una privación grave de libertad física en violación de normas del derecho internacional.	0
Decidida a facilitar en lo sucesivo una respuesta eficaz a las amenazas mundiales en la esfera de la no proliferación,	1
A pesar de la gran cantidad de evidencia que respalda esto, en ningún momento el Gobierno de Estados Unidos ha manifestado su intención de procesar a Luis Posada Carriles por sus actividades terroristas.	0
Tomamos nota de las preocupaciones de seguridad que, según Israel, lo obligan a continuar esos sobrevuelos, específicamente las acusaciones de violaciones del embargo de armas establecido de conformidad con la resolución 1701 (2006).	0
El uso de componentes militares para funciones críticas puede aumentar la confiabilidad de sistemas completos, por ejemplo, el uso de explosivos militares y detonadores en artefactos explosivos improvisados.	0
Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto el importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo ,	1
