en_es_DEEPL	MatCoop
20. Nigeria también fue testigo de una escalada de atentados y bombardeos, especialmente en los estados nororientales de Borno, Yobe y Adamawa.	0
Retorno y reintegración seguros, voluntarios y dignos Exhorta a todas las partes implicadas a garantizar que todos los procesos de paz, acuerdos de paz y planes de recuperación y reconstrucción post-conflicto tengan en cuenta las necesidades especiales de las mujeres y los niños e incluyan medidas específicas para la protección de los civiles, incluyendo ... (iii) la creación de condiciones propicias para el retorno voluntario, seguro, digno y sostenible de los refugiados y desplazados internos.	1
El grado de deterioro de los fragmentos metálicos que nos mostró la policía (que, según se dice, procedían de un Mitsubishi Canter) es coherente con los fragmentos que cabría esperar si dicho vehículo se encontrara en el centro de la explosión.	0
43. Reitera la necesidad de mejorar la cooperación en curso entre el Comité, el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004), así como sus respectivos grupos de expertos, incluso, según proceda, mediante un mayor intercambio de información, la coordinación de las visitas a los países comprendidos en sus respectivos mandatos, la facilitación y supervisión de la asistencia técnica, sobre las relaciones con las organizaciones y organismos internacionales y regionales y sobre otras cuestiones de interés para los tres comités, expresa su intención de proporcionar orientación a los comités sobre ámbitos de interés común a fin de coordinar mejor sus esfuerzos y facilitar dicha cooperación, y pide al Secretario General que adopte las disposiciones necesarias para que los grupos se reúnan lo antes posible;	1
6. Del 18 de febrero al 13 de marzo, el Real Ejército Marroquí llevó a cabo una serie de ejercicios de adiestramiento militar programados de antemano en los alrededores de Awsard, en los que participaron unos 1.200 efectivos de sus unidades de infantería, caballería y artillería ya estacionadas en el subsector de Awsard.	0
Observando con preocupación la continua amenaza que representan para la paz y la seguridad internacionales Al-Qaida y otros individuos, grupos, empresas y entidades asociados con ella, reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza, y considerando las deliberaciones del Comité 1267 sobre la recomendación del Equipo de Vigilancia 1267 en su Undécimo Informe al Comité 1267 de que los Estados miembros traten de manera diferente a los talibanes incluidos en la Lista y a los individuos y entidades de Al-Qaida y sus afiliados incluidos en la Lista,	0
A 31 de agosto, más de 29.000 refugiados habían regresado a sus países de origen, entre ellos 11.724 asistidos por el Alto Comisionado de las Naciones Unidas para los Refugiados, y se calcula que 18.000 habían regresado espontáneamente a Liberia.	1
(d) Impedir que quienes financian, planifican, facilitan o cometen actos terroristas utilicen sus respectivos territorios con esos fines contra otros Estados o sus ciudadanos;	0
No obstante, me sigue preocupando profundamente que las partes, tanto los movimientos como las milicias, sigan utilizando a niños como combatientes.	0
En la 5303ª sesión del Consejo de Seguridad, celebrada el 10 de noviembre de 2005, en relación con el examen por el Consejo del tema titulado "Amenazas a la paz y la seguridad internacionales causadas por actos terroristas", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:	0
Del mismo modo, 26 Estados han comunicado medidas completas para regular y controlar la importación y exportación de armas y explosivos, mientras que falta información respecto a los 4 restantes.	1
Este mecanismo garantizaría que la parte incluida en la lista no controlara los activos de la empresa y no pudiera desviar ingresos para apoyar el terrorismo.	1
Además, cuando el uso de la violencia armada se convierte en un medio arraigado para resolver agravios y conflictos individuales y de grupo, se erosionan los mecanismos legales y pacíficos de resolución de disputas y no se puede defender el Estado de derecho.	0
9. La situación de los defensores de los derechos humanos en todo el país es un motivo más de grave preocupación. Muchos de ellos son objeto de acoso, arrestos arbitrarios y detenciones injustificadas.	0
El oficial encargado de la escena del crimen, el General Naji Mulaeb de las FSI, llegó al lugar a las 1305 horas del 14 de febrero de 2005. Ha emitido un informe con fecha 3 de marzo de 2005 sobre el examen de la escena del crimen realizado por las autoridades libanesas [Dirección General de las Fuerzas de Seguridad Interna, Unidad de Policía de Beirut, Ref. No. 95] en el que se indica lo siguiente	1
En general, el refuerzo de la cooperación internacional y el intercambio de información, así como el desarrollo de respuestas nacionales globales e integradas, pueden ser algunas de las formas más eficaces de contrarrestar y prevenir la incitación.	1
Prevenir y poner fin al reclutamiento de niños soldados en violación del derecho internacional.	1
En particular, debería estudiarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos de los puestos.	0
412. El secuestro de personas durante los ataques de los Janjaweed y su detención en campamentos operados por los Janjaweed, con el apoyo y la complicidad de las fuerzas armadas del Gobierno, equivalen a violaciones graves de los derechos humanos y a desapariciones forzadas.	0
También encontraron los cadáveres de entre 20 y 30 civiles muertos durante el ataque, entre ellos mujeres y niños. Al parecer, todas las víctimas eran de Adwa y pertenecían a la tribu Fur.	0
El juicio por los homicidios, el 2 de junio de 2010, del activista de derechos humanos Floribert Chebeya Bahizire y su chófer, Fidèle Bazana, sigue su curso.	1
Elogiando los progresos realizados hasta la fecha por el Comité contra el Terrorismo establecido por el Consejo de Seguridad en virtud del párrafo 6 de la resolución 1373 (2001), que actúa con arreglo al Capítulo VII de la Carta, en el desempeño de su importante responsabilidad de supervisar la aplicación de dicha resolución,	0
La creación de tribunales mixtos que puedan basarse en el ordenamiento jurídico nacional plantearía graves problemas, sobre todo en relación con el derecho procesal penal sudanés de 1991.	1
Esto fue posible en gran parte gracias al liderazgo del Primer Ministro Gusmão, así como a la cooperación de todos los partidos políticos con representación parlamentaria, incluida la oposición, que demostraron su voluntad de avanzar en un asunto nacional prioritario.	1
15. El 8 de septiembre, la ONUCI contaba con 6.430 efectivos, frente a los 7.090 autorizados, incluidos 200 observadores militares.	1
"El Consejo de Seguridad recuerda su resolución 1645 (2005) y reconoce el importante papel de la Comisión de Consolidación de la Paz en la promoción y el apoyo de un enfoque integrado y coherente de la consolidación de la paz, incluida la promoción de una mayor coherencia y armonización de las políticas de los asociados en torno a las estrategias y prioridades nacionales de consolidación de la paz. El Consejo reitera su apoyo a la labor de la Comisión y expresa su voluntad permanente de hacer uso de su función de asesoramiento, promoción y movilización de recursos, incluso mediante el asesoramiento específico sobre el compromiso internacional y nacional con los objetivos a largo plazo de consolidación de la paz en los países que figuran en el programa de la Comisión. El Consejo subraya además el papel de la Comisión de Consolidación de la Paz en apoyo de una transición sin tropiezos de las misiones con mandato en los países que figuran en su programa, en particular mediante la movilización de un apoyo internacional sostenido a las necesidades críticas de capacidad nacional.	0
Durante los últimos tres meses, la Unidad Conjunta de Investigación Especial de la MINUSTAH ha investigado al menos cuatro casos de presuntas ejecuciones sumarias.	1
Por ejemplo, la dificultad de vigilar las fronteras en la región sahelo-sahariana ha permitido a AQMI* y a sus asociados circular libremente, recaudar fondos del contrabando, adquirir armas y explosivos y entrenar a nuevos reclutas con relativa seguridad.	0
La MINUSTAH está llevando a cabo su propia investigación y apoyando los esfuerzos de la policía nacional para investigar el incidente.	1
La reducción gradual y escalonada de la policía de la UNMIT comenzó en abril, con la reducción de un total de 22 agentes de policía individuales en mayo.	1
Además, en este ataque murieron 17 policías, todos ellos pertenecientes a tribus africanas.	0
En situaciones recientes, como las de Costa de Marfil y Libia, el Consejo ha acogido con satisfacción las comisiones de investigación creadas por el Consejo de Derechos Humanos. Esto ha demostrado cómo están estrechamente vinculadas la acción concreta para mejorar la paz y la seguridad y la protección de los derechos humanos.	0
La Iglesia Católica y organizaciones de la sociedad civil expresaron su preocupación por que las conmutaciones pudieran contribuir a la percepción de impunidad, aunque el Presidente explicó que las conmutaciones se habían concedido en consulta con, entre otros, el Gobierno, los miembros del Parlamento y las familias de las víctimas y los autores, y de conformidad con la Constitución y las leyes aplicables.	0
Como mínimo, deben incluir una articulación por parte de los altos mandos de una misión de su concepción de la protección de civiles y de las funciones y responsabilidades detalladas dentro de la misión a la hora de llevar a cabo dichas actividades, haciendo frente tanto a las amenazas cotidianas y persistentes de bajo nivel como a las crisis potenciales.	1
Subrayando que el terrorismo sólo puede ser derrotado mediante un enfoque sostenido y global que implique la participación y colaboración activas de todos los Estados y organizaciones internacionales y regionales para impedir, perjudicar, aislar e incapacitar la amenaza terrorista,	1
Instar a los organismos regionales y/o subregionales pertinentes a que elaboren y apliquen políticas, actividades y actividades de promoción en beneficio de los civiles afectados por la violencia sexual.	1
Se invita a los Estados a pasar las huellas dactilares contenidas en las versiones restringidas de las difusiones por sus bases de datos policiales para comprobar si coinciden con las de sus propios sistemas (secc. VI.C, párr. 80)	1
95. La estructura y organización de los servicios de inteligencia sirios y libaneses en el Líbano en el momento de la explosión, incluidos los protocolos de información, muestra un impacto omnipresente en la vida cotidiana en el Líbano.	0
18. En su decimocuarto informe, el Equipo examinó la amenaza de atentados contra los gobiernos regionales y la comunidad internacional emanada de Al-Shabaab (S/2013/467, párr. 10), la filial de Al-Qaida en África Oriental con sede en Somalia.	0
Reiterando la obligación de los Estados miembros de impedir la circulación de terroristas o grupos terroristas, de conformidad con el Derecho internacional aplicable, mediante, entre otras cosas, controles fronterizos eficaces,	0
La lucha contra la delincuencia grave, incluida la organizada y la corrupción, ha resultado difícil para el SPK y el sistema judicial.	0
Cincuenta y cuatro Estados informaron de que disponían de salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de las personas sujetas a sanciones.	1
En los últimos años, los Estados de la subregión (por ejemplo, Bosnia y Herzegovina, Bulgaria y Serbia) han ratificado algunos de los instrumentos más recientes de lucha contra el terrorismo.	1
56. Todos los Estados, excepto uno, han adoptado algunas medidas para establecer un marco jurídico global de lucha contra el terrorismo que incorpore los delitos relacionados con el terrorismo.	1
De los Janjaweed identificados como autores por la Comisión, todos son sospechosos de haber llevado a cabo ataques indiscriminados contra civiles, un crimen de guerra.	0
Esto es importante porque el Consejo, con sus acciones, crea obligaciones en virtud del derecho internacional y, por tanto, debe poder hacerlas cumplir.	1
2. Decide que la Dirección Ejecutiva del Comité contra el Terrorismo siga funcionando como misión política especial bajo la orientación política del Comité contra el Terrorismo durante el período que finaliza el 31 de diciembre de 2017 y decide además llevar a cabo una revisión provisional antes del 31 de diciembre de 2015;	1
El régimen se modificó en las resoluciones 1333 (2000) y 1390 (2002) para imponer tres medidas selectivas (congelación de activos, prohibición de viajar y embargo de armas) contra personas y entidades asociadas con los talibanes y Al-Qaida. Existen excepciones a la congelación de activos y a la prohibición de viajar. El 17 de junio de 2011, el Consejo adoptó por unanimidad las resoluciones 1988 (2011) y 1989 (2011), que dividen el régimen en dos, estableciendo un comité para Al-Qaida y otro para los talibanes.	0
El 8 de julio de 2004 se adoptó en Addis Abeba un protocolo adicional para establecer mecanismos y órganos de aplicación de la Convención.	1
La dotación de 1.435 efectivos en enero de 2006 se redujo a 715 como consecuencia de los acontecimientos del primer semestre de 2006.	0
110. Es importante que también se preste especial atención al desarrollo de la formación especializada de investigadores, fiscales y jueces en ámbitos como la lucha contra el uso de Internet con fines terroristas; el apoyo y la asistencia a las víctimas de actos terroristas; la lucha contra el terrorismo químico, biológico, radiológico y nuclear; la lucha contra los delitos terroristas relacionados con el transporte; y la lucha contra la financiación del terrorismo.	1
Respondió que la guerra eliminaba los requisitos fundamentales del Estado de Derecho y que uno de los problemas concretos que se planteaba era la ausencia de magistrados ante el avance de los ejércitos.	0
Decididos a facilitar en lo sucesivo una respuesta eficaz a las amenazas mundiales en el ámbito de la no proliferación,	0
Para lograr un retorno sostenible y comunidades minoritarias viables, será necesario un proceso de descentralización más amplio.	1
Mesas redondas, sesiones informativas para los medios de comunicación, publicaciones, presentación de informes al Consejo de Seguridad, mejora de la capacidad del personal, cinco consultas regionales sobre la integración de la perspectiva de género en el programa de acción sobre armas pequeñas y ligeras ilícitas.	1
En respuesta a esta ola de violencia, la MINUSTAH y la Policía Nacional de Haití organizaron con éxito varias operaciones de rescate de secuestrados, y se ha detenido a un número significativo de presuntos secuestradores.	1
Aplicar la política de igualdad de género y capacitación de mujeres y niñas.	1
La República Popular Democrática de Corea utiliza además la propaganda para incitar al odio nacionalista contra los enemigos oficiales del Estado, incluidos Japón, Estados Unidos de América y la República de Corea, y sus nacionales.	0
Entre las preocupaciones de este grupo figuraban el desafío planteado por el llamamiento de Al-Qaida, el uso terrorista de Internet, la glorificación del terrorismo a través de los medios de comunicación, el carácter indefinido de las sanciones, la necesidad de apoyar los programas de rehabilitación y el intercambio de inteligencia técnica y operativa.	1
Las fuerzas del orden están bien estructuradas y han creado organismos, comités y unidades especiales para luchar contra el terrorismo.	1
El Programa se relanzó como Programa del Sector de la Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y pretende ser más activo en este ámbito, entre otras cosas mediante conferencias sobre desradicalización y compromiso de la comunidad para luchar contra el terrorismo.	0
1. Expresa su determinación de adoptar medidas apropiadas para seguir desarrollando la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, e invita a las organizaciones regionales y subregionales que tengan capacidad para la prevención de conflictos o el mantenimiento de la paz a que incluyan esa capacidad en el marco del Sistema de Acuerdos de Fuerzas de Reserva de las Naciones Unidas;	1
A pesar de estos avances, varias visitas del Comité y talleres realizados en la región han puesto de manifiesto que la cooperación regional en materia antiterrorista requiere un mayor refuerzo. 184. Los Estados de la subregión deberían:	1
Para acelerar el proceso de aprobación, se podría animar a los Estados a facilitar al Comité cualquier prueba o documentación de apoyo disponible, como órdenes de detención, difusiones existentes de Interpol, acusaciones o decisiones o transcripciones judiciales.	1
33. Todos los Estados de África Austral han adoptado algunas de las medidas legislativas y de otro tipo pertinentes en materia de lucha contra el terrorismo.	1
La intención de restringir sus movimientos no puede constituir ni constituirá una solución definitiva al problema.	0
134. Las muestras recogidas en el lugar del crimen y otros exámenes forenses han logrado identificar la furgoneta Mitsubishi Canter.	1
18. Reitera que las misiones de mantenimiento de la paz y las misiones políticas especiales de las Naciones Unidas pueden, por mandato del Consejo, ayudar a los gobiernos anfitriones que lo soliciten a crear capacidad para cumplir los compromisos contraídos en virtud de los instrumentos mundiales y regionales existentes y hacer frente al tráfico ilícito de armas pequeñas y armas ligeras, entre otras cosas mediante programas de recogida de armas, desarme, desmovilización y reintegración, la mejora de la seguridad física y las prácticas de gestión de arsenales, el mantenimiento de registros y la capacidad de rastreo, el desarrollo de sistemas nacionales de control de las exportaciones y las importaciones, la mejora de la seguridad fronteriza y el fortalecimiento de las instituciones judiciales, la policía y otras capacidades de aplicación de la ley;	1
Alrededor de las 17:00 horas del mismo día, testigos de Anka observaron entre 300 y 400 Janjaweed a pie, y otros 100 Janjaweed en camello y a caballo, avanzando hacia Anka desde la dirección de Barey.	0
(f) prestarse mutuamente la máxima asistencia en el marco de investigaciones o procedimientos penales relativos a la financiación o al apoyo de actos terroristas, incluida la asistencia para la obtención de las pruebas necesarias para el procedimiento que obren en su poder;	1
En zonas de crisis y en situaciones de posconflicto, las soluciones a la circulación excesiva de armas ligeras deben centrarse -además de en medidas básicas de reducción y control- en medios de vida alternativos y sostenibles, teniendo en cuenta los factores de género y edad.	1
El Consejo también expresó su intención de que, cuando se establezca, modifique o revise el mandato de los regímenes de sanciones pertinentes, se considere la posibilidad de incluir disposiciones relativas a las partes en conflictos armados que realicen actividades que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.	0
Insta a los Estados miembros a que, de conformidad con el Programa de Acción de las Naciones Unidas sobre las armas pequeñas y ligeras para prevenir, combatir y eliminar el tráfico ilícito de armas pequeñas y ligeras, adopten medidas eficaces mediante, entre otras cosas, la resolución de conflictos y la elaboración y aplicación de legislación nacional, de manera compatible con las responsabilidades que incumben a los Estados en virtud del derecho internacional pertinente, para controlar el comercio ilícito de armas pequeñas a las partes en conflictos armados que no respeten plenamente las disposiciones pertinentes del derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.	1
27. En varias ocasiones, he manifestado mi firme convicción de que la mejor forma de lograr el desarme de Hezbolá y otras milicias es mediante un proceso político dirigido por el Líbano, que alcance el objetivo final de que no haya en el Líbano más armas ni fuerzas armadas que las del Estado libanés.	1
Eritrea ha estado organizando, entrenando y luego enviando a Etiopía todo tipo de gánsteres y elementos terroristas para causar estragos en nuestro país y provocar inestabilidad política.	0
43. Otras fuentes de financiación siguen siendo importantes, incluido el producto de actividades delictivas transnacionales organizadas, como el contrabando y la trata de seres humanos.	0
Sólo el Estado de derecho, respaldado por fuerzas iraquíes bien entrenadas, apoyado por una infraestructura y una economía prósperas y dinamizado por un proceso electoral libre y justo, podría derrotar a quienes desean desestabilizar el país.	1
Parece que se ha confiado mucho en la experiencia militar y policial personal de algunos individuos.	1
Incluso en esos Estados, la Dirección Ejecutiva ha observado que la atención prestada a cuatro áreas clave de gobierno -el fortalecimiento de los sistemas de control fronterizo; el desarrollo de la capacidad de los sistemas de justicia penal para garantizar el funcionamiento del Estado de derecho; la mejora de la coordinación y el intercambio de información entre los organismos nacionales pertinentes; y el fortalecimiento de la cooperación institucional a través de las fronteras con los Estados vecinos- parecen tener un impacto muy significativo en las capacidades de lucha contra el terrorismo. Esto es cierto incluso cuando el desarrollo en otros sectores sigue siendo relativamente limitado.	1
61. La protección de la población civil en el este de Chad consiste en algo más que garantizar la seguridad física de los refugiados, los desplazados y los trabajadores humanitarios, y en proporcionar apoyo logístico y estructuras rígidas para el DIS.	1
(a) Garantizar la protección de los civiles, incluido el personal humanitario, bajo amenaza inminente de violencia física;	1
36. Alienta a todos los Estados miembros, en particular a los Estados proponentes y a los Estados de residencia o nacionalidad, a que presenten al Comité información adicional de identificación y de otro tipo, junto con documentación justificativa, sobre las personas, grupos, empresas y entidades incluidos en la Lista, incluida información actualizada sobre la situación operativa de las entidades, grupos y empresas incluidos en la Lista, el traslado, encarcelamiento o fallecimiento de las personas incluidas en la Lista y otros hechos significativos, a medida que se disponga de dicha información;	0
Las FALINTIL se convirtieron en el brazo armado del recién creado Consejo Nacional de Resistencia Maubere (CNRM). Este Consejo incluía al FRETILIN, la UDT y otros partidos nacionalistas. Como consecuencia, el FRETILIN perdió el control absoluto sobre las políticas de la resistencia.	1
Afirmando su apoyo a los tratados multilaterales cuyo objetivo es eliminar o prevenir la proliferación de armas nucleares, químicas o biológicas y la importancia de que todos los Estados parte en dichos tratados los apliquen plenamente para promover la estabilidad internacional,	0
La misión fue testigo de una espiral creciente de violencia, en medio de la cual las fuerzas de mantenimiento de la paz fueron blanco directo de los extremistas.	0
Además, el examen proporcionó datos útiles sobre el impacto del régimen de sanciones, mostrando qué personas y entidades se ven más -y menos- afectadas por él, ya sea porque geográficamente escapan al ejercicio del control del Estado o porque otros factores socavan su aplicación.	0
3. En los últimos seis meses, la agudización de la crisis en la República Árabe Siria ha seguido afectando a Líbano, aumentando la polarización política y la preocupación de que los disturbios en la República Árabe Siria puedan tener ramificaciones negativas para la estabilidad de Líbano.	0
Las organizaciones sin ánimo de lucro gestionan grandes presupuestos y mueven sumas de dinero entre jurisdicciones de forma legal y con gran facilidad, por lo que pueden proporcionar una plataforma global relativamente segura desde la que mover fondos con un riesgo mínimo de detección. El gran número de beneficiarios de las grandes organizaciones sin ánimo de lucro también permite desviar fondos con poco riesgo, especialmente cuando las organizaciones sin ánimo de lucro gozan de un estatus semiautónomo que sitúa sus actividades fuera del alcance de los reguladores y las autoridades policiales.	0
69. Cinco Estados de la subregión han promulgado leyes que permiten la extradición de terroristas, y seis han establecido mecanismos eficaces de intercambio de información.	1
21. El Grupo de Trabajo 3, presidido por la República de Corea, apoyó los esfuerzos de los Estados, la industria marítima y los grupos sindicales para proteger a los buques de la piratería frente a las costas de Somalia.	1
"El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas. El Consejo recuerda a los Estados que deben velar por que las medidas que adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario.	0
