en_es_TRANSFORMERS	MatCoop
El Consejo de Seguridad toma nota con interés de la importante propuesta del Secretario General de establecer una Comisión de Consolidación de la Paz y comparte el objetivo de mejorar la capacidad de las Naciones Unidas para coordinar con los donantes y los países que aportan contingentes y realizar actividades de consolidación de la paz, en particular desde el comienzo de las operaciones de mantenimiento de la paz mediante la estabilización, la reconstrucción y el desarrollo.	1
Dentro del ejército, los informes y todas las demás comunicaciones tienen lugar a lo largo y a lo largo de la cadena de mando, como ocurre con la mayoría de las fuerzas armadas convencionales.	1
Uganda sigue preocupada por la situación humanitaria en Darfur.	0
Mientras los coches salían de la escena, dos de los oficiales desarmados de la UIR cayeron o fueron sacados de uno de los vehículos y ambos fueron apuñalados por miembros de la multitud.	0
La misión de determinación de los hechos opinó que, puesto que se ponía en tela de juicio la credibilidad de las autoridades libanesas que realizaban la investigación, debía establecerse una investigación internacional independiente para establecer la verdad.	1
Además, la participación de un componente civil sólido es fundamental para la prestación de asistencia humanitaria, el restablecimiento del orden público, el funcionamiento de las instituciones públicas, la reconstrucción, la rehabilitación y la consolidación de la paz para un desarrollo sostenible a más largo plazo.	1
También sentará las bases para un mecanismo eficaz de control de las armas de fuego, que podría ayudar a las autoridades a gestionar la posesión de armas.	1
Señalaron que Somalia seguiría necesitando una importante asistencia en materia de creación de capacidad para garantizar que las bandas de piratas no pudieran volver a alcanzar los niveles más altos.	1
El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque contra zonas o lugares en los que puedan encontrarse civiles y combatientes, que no estén dirigidos contra un objetivo militar específico, o que utilicen métodos o medios de combate que no puedan estar dirigidos contra un objetivo militar específico.	0
Sin embargo, nos preocupa que la violencia pueda hacer que una parte de la población se mantenga alejada de los colegios electorales en el sur y en otros lugares.	0
El domingo pasado, con ocasión del vigésimo primer aniversario de Hamas, el líder de Hamás, Haniyeh, desafió la continuación del mandato del Presidente Abbas hasta que se resolviera la división interna.	0
19. Condena en los términos más enérgicos todas las formas de violencia sexual y de otra índole cometidas contra civiles en los conflictos armados, en particular las mujeres y los niños, y se compromete a velar por que todas las operaciones de apoyo a la paz utilicen todas las medidas viables para prevenir esa violencia y hacer frente a sus efectos cuando tenga lugar;	0
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren un riesgo particular durante los conflictos armados y las situaciones posteriores a los conflictos y observa que los miembros de la sociedad civil que se ocupan de las cuestiones de derechos humanos de la mujer pueden ser objeto de ataques en varias de esas situaciones.	0
:: Proporcionar una perspectiva amplia sobre las actividades de seguridad y desarrollo a nivel de los países y velar por que éstas se orienten a abordar las causas profundas de los conflictos.	1
143. En segundo lugar, el Gobierno y los dirigentes rebeldes deben hacer hincapié en los esfuerzos por prevenir los excesos, proteger a las personas en situación de riesgo y llevar ante la justicia a los responsables de los excesos.	1
Al comenzar el proceso de recogida de armas, llegaron otros seis vehículos de las Naciones Unidas que transportaban oficiales de la Policía de las Naciones Unidas, incluido el Sr. Malik.	1
En uno de los incidentes, en la aldea de Korcha-Turgu, a primera hora de la mañana, en algún momento de agosto de 2003, cientos de árabes Janjaweed atacaron la aldea, llevaban uniformes verdes del ejército y cabalgaban a caballo y camellos, rodearon la aldea y comenzaron a disparar contra hombres y niños.	0
Proporcionar más espacio a las víctimas del terrorismo para que contribuyan al debate puede ayudar a combatir más eficazmente la incitación.	1
Pide al Secretario General que vele por que, antes del despliegue y en el teatro de operaciones, se preste apoyo técnico a los países que aportan contingentes y fuerzas de policía de [la misión] para que incluyan orientación y capacitación para el personal militar y de policía sobre la protección de los civiles frente a amenazas inminentes y respuestas apropiadas, en particular en materia de derechos humanos, violencia sexual y cuestiones de género.	0
La investigación inicial mostró un patrón que nadie afirmaba que tenía la menor idea de que algo estaba sucediendo alrededor del Sr. Hariri que podía amenazar su vida.	1
El grupo saqueó locales y presuntamente secuestró a unos 44 aldeanos, disparando fatalmente a dos de ellos.	0
El Consejo de Seguridad reconoce los importantes logros alcanzados en la lucha contra el terrorismo y reconoce también que siguen existiendo lagunas en la lucha general contra este flagelo, insta a todos los Estados Miembros y al sistema de las Naciones Unidas a que los aborden, y subraya la necesidad de velar por que la lucha contra el terrorismo siga siendo una prioridad en la agenda internacional.	0
La policía, situada en el borde del campamento, no mostró interés en enfrentarse a los Janjaweed.	1
Además, a principios de diciembre se desplegó un equipo de las Naciones Unidas de evaluación y coordinación en casos de desastre por un período de tres semanas para apoyar al Gobierno en el establecimiento de un centro de operaciones contra el ébola y establecer mecanismos para facilitar la coordinación entre el Gobierno y los asociados.	1
A juicio del Coordinador, compartido por sus interlocutores, podría convertirse en el centro de atención de un mecanismo funcional eficaz que fijaría parámetros claros para lograr progresos en la búsqueda de las personas desaparecidas, a que se hace referencia en mi informe amplio (S/2009/190, párr. 16).	0
El Estado ha impuesto restricciones abiertamente discriminatorias a la mujer en un intento de mantener el estereotipo de género de la mujer coreana pura e inocente.	0
Sobre la base del acuerdo concertado por el Primer Ministro y mi ex Representante Especial el 13 de mayo de 2009 (véase S/2009/504, párr. 20), en el que se reiteran los criterios mutuamente convenidos para que la policía nacional vuelva a asumir las funciones principales de policía, al 20 de septiembre los equipos conjuntos de evaluación de los representantes civiles y policiales del Gobierno y la UNMIT habían evaluado los 13 distritos y las 6 unidades.	1
Por lo tanto, se ha limitado a reunir información fidedigna sobre las personas que podrían ser sospechosas de ser responsables de crímenes en Darfur.	1
Muchos Estados también han tomado medidas para fortalecer el papel y la eficacia de sus sistemas judiciales, que son fundamentales para garantizar una respuesta basada en el estado de derecho a la amenaza del terrorismo.	1
Dijo que las fuerzas armadas de Côte d'Ivoire recibían instrucciones periódicas sobre el derecho internacional humanitario y que la protección de los civiles formaba parte del credo del ejército de Côte d'Ivoire.	0
La Comisión recomienda que se enjuicie a las siguientes personas por la posesión, el uso y la circulación ilegales de armas de la PNTL el 8 de mayo y/o el 21 de mayo: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Grey Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco y Santa Cruz.	0
