en_es_GOOGLE	MatConf
En el pasado, era común que las autoridades enviaran a familias enteras a campos de prisioneros políticos por delitos políticos cometidos por parientes cercanos (incluidos los antepasados, hasta la tercera generación) sobre la base del principio de culpabilidad por asociación.	1
Los miembros del Consejo expresaron nuevamente su profunda indignación por todos los iraquíes, así como por los nacionales de otros Estados, que han sido asesinados, secuestrados, violados o torturados por el EIIL, así como por su reclutamiento y utilización de niños.	1
En una región tan compleja como vital para el mantenimiento de la paz y la seguridad internacionales, las autoridades encuentran grandes dificultades y limitaciones en su respuesta a las demandas y expectativas de una población ávida de reformas.	0
&quot;El Consejo de Seguridad subraya la necesidad constante de adoptar medidas para prevenir y reprimir la financiación del terrorismo y de las organizaciones terroristas, reitera las obligaciones de los Estados Miembros a este respecto, incluida la aplicación efectiva de esas medidas, y reconoce la importante labor de las entidades de las Naciones Unidas y otras organizaciones multilaterales, en particular el Grupo de Acción Financiera Internacional.	0
Posteriormente, los rebeldes capturaron a un comandante de la fuerza aérea y lo detuvieron durante unos tres meses.	1
Los puestos del mercado fueron totalmente destruidos y el ganado saqueado.	1
31. Las acusaciones sobre la presencia de manifestantes armados y elementos de grupos rebeldes dispuestos a atacar a las fuerzas de seguridad o derrocar al Presidente no pudieron verificarse de forma independiente, ya que la Comisión no recibió pruebas creíbles o concluyentes a tal efecto.	1
Por último, debemos advertir que no redunda en beneficio de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación de los pueblos árabes para perseguir sus propios intereses y ejecutar un cambio de régimen.	0
a) Exhortar a las partes en un conflicto armado a que cumplan las obligaciones que les corresponden en virtud del derecho internacional humanitario y adopten todas las medidas necesarias para proteger a los civiles y facilitar el paso rápido y sin obstáculos de envíos, equipo y personal de socorro,	0
63. Con ese fin, el Consejo de Seguridad tal vez desee considerar la posibilidad de adoptar medidas firmes contra quienes intenten obstruir la aplicación de estas y otras disposiciones clave del Acuerdo de Pretoria, en particular mediante la imposición de sanciones selectivas previstas en la resolución 1572 del Consejo de Seguridad ( 2004).	1
110. La capacitación es un precursor esencial para cualquier ataque exitoso, y es importante recordar que el embargo de armas incluye específicamente la capacitación (resolución 1617 (2005), párr. 1 c)).	1
El posible aumento durante 2013 de la disponibilidad de sistemas portátiles de defensa aérea para los afiliados de Al-Qaida en África, y como resultado del conflicto en la República Árabe Siria, podría representar una amenaza futura.	1
Están experimentando presión contra elementos importantes de esta identidad, como su lengua, cultura y herencia religiosa, así como su supervivencia económica.	1
Durante el período que se examina, la MINURSO descubrió y marcó 260 minas y artefactos explosivos sin detonar y supervisó la destrucción de 3.693 minas y artefactos explosivos sin detonar.	1
Promover las cuestiones de género y la concienciación a nivel nacional y local a través de una red de puntos focales de género en las oficinas regionales y nacionales.	0
Un civil murió como resultado del enfrentamiento.	1
E. Detenciones arbitrarias, torturas, ejecuciones y campos de prisioneros	1
Observa que la inmensa mayoría de los desplazados internos y otros grupos vulnerables en situaciones de conflicto armado son civiles y, como tales, tienen derecho a la protección que les otorga el derecho internacional humanitario vigente.	1
Un panel de expertos, establecido en virtud de la resolución 1929 (2010), actúa bajo la dirección del Comité y lo ayuda a implementar su mandato.	0
Observa que el Departamento de Operaciones de Mantenimiento de la Paz ha enviado una misión de investigación a Chad y la República Centroafricana para evaluar cómo las Naciones Unidas podrían ayudar a esos países a abordar la inestabilidad actual.	0
Del mismo modo, los grupos incluidos en la lista deben poder utilizar la fuerza para apoyar sus objetivos, y en las zonas donde son más activos no parece haber escasez de armas y explosivos.	1
La mayoría de los Estados tienen una capacidad limitada para congelar fondos y activos sin demora, y ningún Estado implementa medidas adecuadas para proteger a las organizaciones sin fines de lucro del financiamiento del terrorismo.	0
Incluso en Afganistán, aunque funcionarios afganos y miembros de las fuerzas de la coalición han dicho al Equipo que están convencidos de que los talibanes se benefician de los enormes ingresos generados por el tráfico de drogas, es difícil demostrar ejemplos concretos.	1
Según algunas estimaciones, más de 700 aldeas en los tres estados de Darfur han quedado total o parcialmente destruidas. La Comisión recibió además información de que la policía había hecho una evaluación de la destrucción y había registrado el número de aldeas destruidas en más de 2.000.	1
544. La Comisión ha identificado a 14 Janjaweed sospechosos de haber cometido un crimen internacional bajo el concepto de empresa criminal conjunta.	1
Sin embargo, el Grupo de Supervisión observa que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no han suspendido por el momento, importantes esfuerzos de creación de capacidad en todo el país.	0
Diecisiete Estados han dicho que no se consideran amenazados y tres creen que no existe ninguna amenaza regional.	0
34. El 8 de febrero, 418 peticionarios realizaron una marcha en el Palacio Presidencial das Cinzas.	1
115. El embargo actual podría tener más efectos sobre los talibanes si tuviera esto en cuenta y si se impidiera a todos los actores no estatales en el Afganistán comprar armas, con las exenciones necesarias para fines humanitarios y de otro tipo, según lo autorizado por el Gobierno del Afganistán o el Consejo de Seguridad.	1
Para profundizar la participación de las Naciones Unidas en esta esfera, el Consejo debería solicitar a sus principales órganos de lucha contra el terrorismo (la Dirección Ejecutiva del Comité contra el Terrorismo y el Equipo de Apoyo Analítico y Vigilancia de las Sanciones) que se centren en la amenaza de los combatientes terroristas extranjeros, incluso evaluando esfuerzos nacionales para aplicar las obligaciones jurídicas internacionales existentes contra esta amenaza.	1
El Ministro del Interior ordenó al comandante da Cruz que entregara 10 fusiles, 6.000 cartuchos y 10 cargadores a Rai Los en Liquiça.	0
La Oficina ya ha comenzado a trabajar en al menos siete casos.	0
En tercer lugar, los talibanes han sufrido la muerte o el arresto de muchos líderes de nivel medio y algunos de alto nivel, y si bien hay muchos que pueden ocupar su lugar, los nuevos comandantes son más jóvenes y tienen menos vínculos con Quetta Shura, que por lo tanto tiene menos control. sobre sus acciones y un trabajo más duro para afirmar su autoridad sobre el movimiento en su conjunto.	1
En la mañana del 24 de mayo, ocho soldados de las F-FDTL que realizaban una patrulla de observación en las colinas fueron atacados y contenidos por un grupo de personas armadas desde una posición más alta.	1
11. Solicita al Secretario General que incluya en su próximo informe una evaluación integral de los programas DDR y DDRRR de la MONUC y que, en estrecha coordinación con su Enviado Especial para la región de los Grandes Lagos, haga recomendaciones sobre los posibles ajustes necesarios para aumentar su eficacia, la dotación de recursos y coordinación con el componente militar de la MONUC;	0
También hay informes creíbles de que podrían haber desaparecido más de 20 personas cuyas familias tienen demasiado miedo para denunciar su desaparición a las autoridades pertinentes.	1
Amenazas a la paz y la seguridad internacionales causadas por actos terroristas	1
En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana.	0
