en_es_DEEPL	VerConf
Además, el 29 de julio, la UNOMIG emitió un informe de infracción por el establecimiento de un puesto de "tributación" abjasio a 50 metros de un puesto de control de las fuerzas de mantenimiento de la paz de la CEI, en violación del Protocolo de Gali de 12 de mayo de 2005 (véase S/2005/453, párr. 4).	1
Está claro que estas circunstancias representan el mayor obstáculo para la estabilidad y el progreso en Afganistán y que, si se permite que continúen, amenazan con deshacer los avances logrados durante casi tres años.	1
"El Consejo de Seguridad sigue gravemente preocupado por las actividades en la región del Sahel de organizaciones terroristas, entre ellas Al-Qaida en el Magreb Islámico y el Movimiento para la Unidad y la Yihad en África Occidental, y reitera su enérgica condena de los recientes atentados terroristas perpetrados en la región.	1
De hecho, el propio Azerbaiyán incumple dichas resoluciones, que instan a las partes implicadas a proseguir las negociaciones en el marco del Grupo de Minsk de la Organización para la Seguridad y la Cooperación en Europa (OSCE), así como a través de distintos contactos entre ellas.	1
El Consejo condena todas las demás violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra niños en situaciones de conflicto armado.	1
Encarga a la Comisión que examine la financiación de las actividades de la CEDEAO con vistas a garantizar que se pongan recursos suficientes a disposición de las instituciones.	1
Esto es especialmente cierto en el caso de las personas que firmaron y posteriormente devolvieron armas F-FDTL.	0
De acuerdo con esas resoluciones, este órgano debe exigir al Gobierno de Estados Unidos que condene de inmediato a Luis Posada Carriles por sus actos terroristas o lo extradite a la República Bolivariana de Venezuela, cuya justicia lo persigue desde hace años.	1
29. En colaboración con la Universidad de Seychelles y expertos del Centro, la ONUDD diseñó un plan de estudios para policías, guardacostas y otros funcionarios encargados de hacer cumplir la ley que participan en la investigación de la piratería y la delincuencia marítima.	0
9. Pide al Secretario General que asigne al Grupo de Supervisión establecido en virtud del apartado a) del párrafo 4 de la resolución 1363 (2001), cuyo mandato expira el 19 de enero de 2002, la tarea de supervisar, durante un período de 12 meses, la aplicación de las medidas mencionadas en el párrafo 2 de la presente resolución;	0
En mayo de 2000, Turabi lideró una escisión del Congreso Nacional en el poder, estableciendo de hecho un nuevo partido llamado Congreso Popular.	0
El Comité se esfuerza por garantizar que la Lista sea dinámica y responda a la evolución de la amenaza que representa Al-Qaida.	1
En Centroamérica y el Caribe, el proceso del Diálogo de San José lleva a cabo programas sobre integración y prevención del terrorismo y la incitación.	0
2. Exhorta al gobierno sirio a que cumpla visiblemente sus compromisos en su totalidad, tal y como acordó hacer en el Entendimiento Preliminar y como se estipula en la resolución 2042 (2012), para (a) cesar los movimientos de tropas hacia los centros de población, (b) cesar todo uso de armamento pesado en dichos centros, (c) la retirada completa de las concentraciones militares en los centros de población y sus alrededores, así como retirar sus tropas y armamento pesado de los centros de población a sus cuarteles o lugares de despliegue temporal para facilitar un cese sostenido de la violencia;	1
Nos preocupa profundamente que los procesos ad hoc establecidos con este fin parezcan haber fracasado.	1
Por lo tanto, en opinión de la Comisión, pueden constituir crímenes contra la humanidad.	1
No todos los Estados cuentan con una estrategia antiterrorista autónoma, pero todos han desarrollado una serie de políticas y prácticas antiterroristas y han creado una agencia o centro nacional, con un mandato legislativo que le sirva de guía en su labor, para gestionar las medidas antiterroristas.	0
Las personas que más experiencia operativa terrorista adquieren en la actualidad son aún más jóvenes, y se componen principalmente de individuos de edades comprendidas entre la adolescencia y los 30 años.	0
Como he dicho antes, la aplicación de un doble rasero a la hora de tratar el terrorismo y los grupos terroristas es otra cuestión importante y muy preocupante que socava gravemente la lucha colectiva de la comunidad internacional contra el terrorismo.	1
Los cuantiosos rescates pagados a Al Qaeda y sus afiliados en los últimos años han convertido el secuestro en una de las principales tácticas de Al Qaeda.	0
Las definiciones de terrorismo de algunos Estados parecen ambiguas o demasiado amplias y deberían ajustarse a las normas internacionales.	1
408. En cuanto al derecho internacional humanitario, el artículo 3 común a los Convenios de Ginebra prohíbe los actos de violencia contra la vida y la persona, incluidos los tratos crueles y la tortura, la toma de rehenes y los ultrajes a la dignidad personal, en particular los tratos humillantes y degradantes.	0
El presidente Al-Bashir tomó represalias diplomáticas contra la decisión keniana y amenazó con sanciones económicas y comerciales.	1
Las autoridades israelíes alegan a su vez que estos sobrevuelos se llevan a cabo por motivos de seguridad, citando supuestas infracciones del embargo de armas aplicado en virtud de la resolución 1701 (2006).	1
231. Además, a 15 de noviembre de 2004, la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) informó de que 203.051 personas de la región de Darfur vivían en 11 campos y otros lugares como refugiados en el este de Chad, a lo largo de la frontera con Sudán.	0
El equipo estaba formado por siete expertos especializados en investigaciones posteriores a explosiones.	0
19. Condena en los términos más enérgicos todos los actos de violencia sexual y de otro tipo cometidos contra civiles en conflictos armados, en particular contra mujeres y niños, y se compromete a garantizar que todas las operaciones de apoyo a la paz empleen todas las medidas viables para prevenir este tipo de violencia y hacer frente a sus repercusiones allí donde se produzca;	1
Insta a los signatarios del [acuerdo de paz] a que trabajen en pro de una solución sostenible para el retorno voluntario, la reinstalación, la reintegración y la seguridad de las personas desplazadas, incluso abordando las cuestiones relativas a la tenencia de la tierra, con el apoyo del sistema de las Naciones Unidas, y a que cumplan a este respecto sus compromisos de conformidad con el ... Acuerdo Político y sus obligaciones en virtud del derecho internacional.	0
Tanto la resolución como el Convenio establecen que, para que exista el delito de financiación del terrorismo, no es necesario que los fondos destinados a financiar el acto terrorista sean producto del delito, y que el acto terrorista que los fondos estaban destinados a financiar no tiene por qué haber tenido lugar realmente, ni siquiera haber sido intentado.	0
El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota del compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pedía la aplicación urgente, amplia e inmediata de todos los elementos de la propuesta; exhortaba a todas las partes en Siria, incluida la oposición, a que pusieran fin de inmediato a la violencia armada en todas sus formas; y expresaba su intención de establecer de inmediato, tras la celebración de consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por todas las partes.	1
(i) Asesinato por fuerzas gubernamentales y/o milicias	0
Las pruebas establecen que seis soldados de las F-FDTL son razonablemente sospechosos de asesinato.	1
13. Anima a Interpol a intensificar sus esfuerzos en relación con la amenaza que representan los combatientes terroristas extranjeros y a recomendar o poner en marcha recursos adicionales para apoyar y fomentar medidas nacionales, regionales e internacionales destinadas a vigilar e impedir el tránsito de combatientes terroristas extranjeros, como la ampliación del uso de las difusiones especiales de INTERPOL para incluir a los combatientes terroristas extranjeros;	0
Un Estado citó el ejemplo de personas a las que se había denegado la entrada en la última década por sospechas de su implicación en actividades terroristas internacionales.	1
Lucha contra el extremismo violento y la incitación a cometer actos terroristas	0
El programa no se aplicará a las personas consideradas delincuentes o terroristas internacionales, como los miembros de Al Qaeda.	1
o El 3 de noviembre de 2014, aviones de guerra del régimen atacaron la mezquita del Orfanato Islámico en Al Waer, Homs, causando grandes daños a la mezquita.	0
- Dado que los terroristas y quienes los apoyan explotan la inestabilidad y la intolerancia para justificar sus actos criminales, el Consejo de Seguridad está decidido a contrarrestar esta situación contribuyendo a la resolución pacífica de las controversias y trabajando para crear un clima de tolerancia y respeto mutuos;	1
La MINUSMA pondrá en marcha una revisión de su concepto de Misión a principios de 2015, que guiará la revisión de los conceptos de los componentes militares, policiales y de apoyo complementarios que detallan y apoyan la aplicación del concepto de Misión.	0
1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su ideología extremista violenta, así como sus continuos abusos graves, sistemáticos y generalizados de los derechos humanos y sus violaciones del derecho internacional humanitario;	1
8. Subraya la importancia del acceso seguro y sin trabas del personal humanitario a la población civil en los conflictos armados, hace un llamamiento a todas las partes interesadas, incluidos los Estados vecinos, para que cooperen plenamente con el Coordinador de Asuntos Humanitarios de las Naciones Unidas y los organismos de las Naciones Unidas en la facilitación de dicho acceso, invita a los Estados y al Secretario General a que señalen a su atención la información relativa a la denegación deliberada de dicho acceso en violación del derecho internacional, cuando dicha denegación pueda constituir una amenaza para la paz y la seguridad internacionales, y, a este respecto, expresa su disposición a examinar dicha información y, cuando sea necesario, a adoptar las medidas oportunas;	0
Debemos rechazar cualquier intento de socavar la soberanía y la integridad territorial de Somalia.	1
10. El 7 de septiembre, el Grupo de Trabajo Conjunto de Alto Nivel del Gobierno del Chad y las Naciones Unidas celebró su tercera reunión para evaluar la situación sobre el terreno con respecto a la protección de la población civil y la aplicación de las medidas adoptadas por el Gobierno para llevar a cabo las tareas establecidas en el párrafo 2 de la resolución 1923 (2010).	0
21. El Comité espera además un plan de aplicación para alcanzar cualquiera de los objetivos establecidos en el plan de acción de Almaty que aún no se hayan cumplido, así como la aplicación de los compromisos contenidos de forma permanente en los documentos finales acordados en las tres reuniones extraordinarias anteriores, incluidas las medidas para mejorar el flujo de información con y entre las organizaciones internacionales, regionales y subregionales.	0
Australia, Dinamarca, Estados Unidos, Francia, Noruega, Nueva Zelanda, Países Bajos y Reino Unido cuentan con departamentos, dependencias y/o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo en materia de lucha antiterrorista.	0
Cooperación con las fuerzas malienses y Operación Barkhane	0
Continuaron los ataques contra civiles, incluidos actos de violencia sexual, por parte de grupos armados extranjeros y congoleños y de algunos elementos de las FARDC.	0
Añadió que los principios de mantenimiento de la paz de las Naciones Unidas, a saber, el consentimiento de las partes, la imparcialidad y el no uso de la fuerza salvo en legítima defensa y en defensa del mandato, pueden no ser siempre aplicables contra los grupos delictivos armados en las misiones contemporáneas, y que su aplicación podría revisarse y ajustarse a las amenazas contemporáneas y al contexto de violencia al que se enfrentan los civiles inocentes y el personal de mantenimiento de la paz en las zonas de conflicto.	0
o El 29 de noviembre de 2014, aviones de combate del régimen lanzaron 2 misiles contra la mezquita de Nawawi, en la ciudad de Raqqa, matando a 11 personas, entre ellas un niño, e hiriendo a otras 16.	0
15. Desde mi informe de 2 de enero de 2008 al Consejo de Seguridad (S/2008/1), la ONUCI ha retirado todos excepto 2 de los 17 puestos de observación que había establecido a lo largo de la línea verde, de conformidad con las disposiciones del Acuerdo de Uagadugú.	0
El órgano de supervisión, el Consejo Superior del Ministerio Fiscal, aún no se ha creado.	1
Como se dispone tanto en la resolución 1535 (2004) del Consejo de Seguridad como en el informe del Comité contra el Terrorismo sobre su revitalización (S/2004/124), el Comité espera mantener una relación estrecha y de cooperación con el Director Ejecutivo y su personal con el objetivo de mejorar la capacidad del Comité para supervisar eficazmente la aplicación de la resolución 1373 (2001) por todos los Estados Miembros.	0
El único interés y la demanda inequívoca de Uganda ha sido que los terroristas del LRA sean desarmados, detenidos y llevados ante la justicia con prontitud.	1
Esperamos profundizar nuestra relación con las Naciones Unidas en el futuro.	0
Aunque las F-FDTL han declarado que en 2006 tenían en su poder 1.200 armas M16, los registros revelan que faltan 45 armas M16. Además, faltan tres fusiles semiautomáticos FN-FNC, tres fusiles semiautomáticos SKS y dos armas Uzi que anteriormente estaban bajo la custodia y el control de las F-FDTL.	1
"El Consejo de Seguridad expresa asimismo su preocupación por el aumento de las tensiones en la región de Ituri y pide a todas las partes que actúen con moderación.	1
