en_es_TRANSFORMERS	VerConf
En otros lugares se han producido muertes en circunstancias violentas y las autoridades no han podido o no han estado dispuestas a emitir un documento oficial para certificar la muerte.	0
4. Exhorta a todos los Estados que no son partes en el Tratado sobre la no proliferación de las armas nucleares a que se adhieran al Tratado en calidad de Estados no poseedores de armas nucleares a fin de lograr su universalidad lo antes posible y, en espera de su adhesión al Tratado, a que se adhieran a sus disposiciones;	0
Durante las consultas oficiosas celebradas por el Comité el 22 de mayo, el Coordinador del Equipo de Vigilancia hizo una exposición oral sobre la actual amenaza a la paz y la seguridad internacionales que planteaban AlQaida y sus afiliados.	1
Condenamos el uso desproporcionado de la fuerza empleado por el ejército israelí en zonas densamente pobladas, que ha causado sufrimientos y pérdidas generalizados entre decenas de civiles palestinos, incluidos niños.	1
Las controversias étnicas y fronterizas no resueltas han dado lugar a conflictos que socavan los esfuerzos por desarrollar una respuesta coherente y regional contra el terrorismo.	1
También visitaron las comisarías de policía y la oficina del fiscal de distrito para obtener información sobre los casos de violación ya registrados.	0
Un orador atribuyó esto a un sentimiento de frustración y desapego de muchos Estados Miembros hacia la labor del Consejo.	1
En segundo lugar, aun cuando se pueda demostrar ese motivo legítimo, el solicitante de asilo está sujeto a las excepciones de exclusión previstas en el artículo 1F, que privan a los culpables de actos atroces y de delitos comunes graves de la protección internacional de los refugiados y garantizan que esas personas no abusen de la institución del asilo para evitar que rindan cuentas legalmente de sus actos.	1
Apoyando el llamamiento del Enviado para que el Gobierno sirio aplique de manera inmediata y visible todos los elementos de la propuesta de seis puntos del Enviado en su totalidad a fin de lograr que todas las partes cesen de manera sostenida la violencia armada en todas sus formas,	0
Egipto exige una vez más que se ponga fin de inmediato a los ataques israelíes contra Gaza.	1
En su décimo informe, el Equipo recomendó que, a fin de aumentar la exactitud de la Lista y los efectos de la inclusión en ella, al ponerse en contacto con el Estado de residencia en el contexto del examen, el Comité solicitara toda la información sobre el paradero de la parte, sus circunstancias y actividades, junto con una nota sobre las medidas adicionales que hubiera adoptado para impedir su apoyo al terrorismo (S/2009/502, párr. 24).	0
El Enviado Personal indicó que en varias ocasiones el Gobierno de Marruecos había expresado su decepción por el contenido del último informe y su última exposición informativa al Consejo en las consultas oficiosas celebradas en abril de 2014.	1
Además, entre el 23 y el 27 de abril, la MONUSCO puso en marcha la operación Easter Shield en la zona de Doruma, tras los informes de dos ataques del LRA en esa zona.	0
El término Janjaweed, en particular, ha sido ampliamente utilizado por las víctimas de ataques para describir a sus atacantes.	0
Me preocupa que el voto parlamentario y el estancamiento puedan perturbar los meticulosos logros que han logrado las partes interesadas somalíes y sus asociados.	1
Esta es la esencia de las tradiciones humanitarias de Côte d'Ivoire: una sociedad con un fuerte espíritu democrático que anhela el imperio de la ley y el respeto de los derechos humanos para todos, sin discriminación por motivos de nacionalidad u origen.	0
Destacan en las resoluciones pertinentes la importancia de lograr soluciones duraderas para los refugiados y las personas desplazadas, incluido el regreso voluntario, seguro y digno, y de asegurar su plena participación en la planificación y gestión de esas soluciones.	0
Los cohetes Qassam desde Gaza continúan, incluso mientras hablamos, dirigidos deliberadamente contra la comunidad civil, atacando y aterrorizando a civiles inocentes mientras se encuentran en sus camas, se sientan en sus salas de estar o llevan a sus hijos a la escuela.	1
El Consejo de Seguridad observa con preocupación el aplazamiento de la primera vuelta de las elecciones presidenciales, prevista para el 29 de noviembre de 2009 en el comunicado del Marco Consultivo Permanente del Acuerdo Político de Uagadugú, de 18 de mayo de 2009, que fue respaldado por todos los principales agentes políticos de Côte d'Ivoire.	1
:: 22 de agosto de 2005, tres personas resultaron heridas en una explosión en un garaje cerca del Hotel Promenade, en la zona de Al-Zalqa, al norte de Beirut.	0
El Gobierno alemán condena enérgicamente esos actos de violencia.	1
El Consejo de Seguridad reafirma su compromiso con la independencia, la soberanía, la unidad y la integridad territorial del Iraq y subraya la importancia de la estabilidad y la seguridad del Iraq para su pueblo, la región y la comunidad internacional.	0
a) Evaluar la evolución de los riesgos y amenazas;	1
8. Subraya la importancia de que el personal humanitario tenga acceso seguro y sin trabas a los civiles en los conflictos armados, exhorta a todas las partes interesadas, incluidos los Estados vecinos, a que cooperen plenamente con el Coordinador de la Asistencia Humanitaria de las Naciones Unidas y los organismos de las Naciones Unidas para facilitar ese acceso, invita a los Estados y al Secretario General a que señalen a su atención la información relativa a la denegación deliberada de ese acceso en violación del derecho internacional, cuando esa denegación pueda constituir una amenaza para la paz y la seguridad internacionales, y, a este respecto, expresa su disposición a examinar esa información y, cuando sea necesario, a adoptar medidas apropiadas;	0
El Ejército de Resistencia del Señor ha llevado a cabo una insurgencia feroz y de larga data en el norte de Uganda, que ha causado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, el Sudán y la República Democrática del Congo.	0
El Presidente Abbas también me ha dicho que "la transferencia ilegal de cantidades sustanciales de armas a los campos de refugiados a través de ciertos grupos palestinos pone en peligro al Líbano y no ayuda a la causa palestina".	1
Establecimiento de una Comisión de la Verdad y la Reconciliación en Côte d'Ivoire, con el apoyo de las Naciones Unidas y teniendo presentes la experiencia adquirida y las mejores prácticas que han surgido en esta esfera en los últimos años;	0
El mitin terminó con la oposición lanzando una campaña de desobediencia civil para impedir la aprobación del proyecto de ley.El 30 de octubre, los manifestantes rompieron las líneas policiales y saquearon el edificio de la Asamblea Nacional.	0
Si bien están fuera del mandato de la UNMISET, los recientes fallos de un tribunal de apelación en Indonesia, al revocar cuatro condenas dictadas por el Tribunal Especial de Derechos Humanos, repercuten directamente en la cuestión más amplia del logro de la rendición de cuentas.	1
Por lo tanto, es importante que los Estados no pierdan de vista este elemento del embargo, y el Comité tal vez desee recordarlo a medida que se presente la oportunidad, alentándolos a que presenten para su inclusión los nombres de quienes prestan "asesoramiento técnico, asistencia o adiestramiento en relación con actividades militares" (apartado c) del párrafo 1 de la resolución 1617 (2005)) en violación de las medidas.	1
El establecimiento genuino del estado de derecho en la República Democrática del Congo requiere la formación de un ejército, un sistema de justicia y una fuerza policial eficaces y democráticas.	1
