en_es_DEEPL	VerCoop
"En el contexto de la expiración del mandato de la Misión el 31 de diciembre de 2010, el Consejo de Seguridad encomia la contribución de la MINURCAT por proporcionar, sin perjuicio de la responsabilidad primordial del Gobierno del Chad, seguridad a los refugiados, los desplazados internos y los agentes humanitarios en el este del Chad y por sus esfuerzos para mejorar la capacidad del `Détachement intégré de sécurité' (DIS) chadiano.	1
Del 1 de junio al 31 de agosto se recogieron o entregaron casi 500 armas ligeras, más de 189.000 cartuchos, 2.368 granadas de mano y minas y más de 255 kg de explosivos. Panorama	0
13. El Comité reitera que los Estados deben velar por que las medidas que adopten para luchar contra el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional y que deben adoptar dichas medidas de conformidad con el derecho internacional, en particular las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
De hecho, el Fondo Fiduciario fue establecido por el Estatuto de Roma como la encarnación del compromiso de los Estados Partes con la función de justicia restaurativa del sistema, apoyando aquellas actividades que abordan el daño resultante de los crímenes de competencia de la Corte.	1
"El Consejo de Seguridad reconoce la intención expresada por los representantes de ambas organizaciones de cooperar en un amplio programa de interés mutuo, formulando respuestas conjuntas adecuadas, cuando proceda, a las crisis humanitarias, promoviendo los derechos humanos, la libertad de expresión, la seguridad alimentaria, la protección del medio ambiente y la lucha contra el terrorismo y el tráfico ilícito de drogas y armas, al tiempo que reitera la necesidad de garantizar que todos los esfuerzos de las Naciones Unidas para restablecer la paz y la seguridad también respeten y promuevan el Estado de Derecho.	1
26. Además de los informes sobre sus viajes, el Equipo presentó unos 15 documentos en respuesta a solicitudes del Comité. En ellos se trataban cuestiones como las estrategias de los Estados Miembros en materia de presentación de informes; las personas incluidas en la lista que se cree que han muerto; las exenciones a la prohibición de viajar; la cooperación con INTERPOL; las exenciones por motivos humanitarios; los posibles casos de incumplimiento; las opiniones del sector financiero privado respecto del régimen de sanciones; la lista de verificación; la colaboración con organizaciones internacionales y regionales; el uso de Internet con fines terroristas; y un cuadro de las experiencias de los Estados Miembros en la aplicación de las sanciones.	1
Éstas pueden referirse a (a) la divulgación y orientación en el sector privado; (b) la supervisión de las organizaciones benéficas; (c) las medidas coercitivas para garantizar que las organizaciones benéficas cumplen los requisitos de lucha contra el blanqueo de capitales y la financiación del terrorismo; y (d) el compromiso internacional. E. Empresas y profesiones no financieras	1
Subraya que los programas eficaces de desarme, desmovilización y reintegración para los niños, basados en las mejores prácticas identificadas por el UNICEF y otros agentes pertinentes de protección de la infancia, son cruciales para el bienestar de todos los niños que, en contravención del derecho internacional aplicable, han sido reclutados o utilizados por fuerzas y grupos armados, y son un factor crítico para la paz y la seguridad duraderas, e insta a los gobiernos nacionales y a los donantes a que garanticen que estos programas basados en la comunidad reciban recursos y financiación oportunos, sostenidos y suficientes.	1
De hecho, la mayoría de los ataques se dirigieron intencionadamente contra civiles y bienes de carácter civil.	0
Estas desapariciones forzadas internacionales son únicas por su intensidad, escala y naturaleza.	0
Observando con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de todos los Estados miembros, y que socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha hecho más difusa, con un aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia o el extremismo, expresando su determinación de combatir esta amenaza y destacando la necesidad de garantizar que la lucha contra el terrorismo siga siendo una prioridad en la agenda internacional,	1
El Consejo de Seguridad debate con frecuencia cuestiones humanitarias en países afectados por conflictos.	1
22. El 25 de agosto se publicó en Goma una declaración atribuible al general Laurent Nkunda, uno de los principales responsables de la crisis de Bukavu en mayo de 2004, en la que amenazaba con derrocar al Gobierno de Transición.	1
151. Otros, como el WGIG, aunque reconocen las ventajas de tales medidas para la aplicación de la ley, creen que la introducción de una regulación obligatoria podría violar derechos humanos básicos.	0
Se le pidió que ayudara a filmar la retirada de la comitiva el 14 de febrero de 2005 durante la reunión con el Juez de Instrucción, pero no se mencionó nada más sobre la retirada de los vehículos de la comitiva del lugar del crimen.	1
30. Las Fuerzas Armadas Sudanesas (SAF) han redesplegado todas sus fuerzas del sur de Sudán, mientras que el redespliegue supervisado y verificado del SPLA sigue siendo del 34,8 por ciento de una fuerza declarada de 59.168 efectivos.	0
Muchos interlocutores afirmaron que algunos países vecinos desempeñaban un papel desestabilizador.	0
23. Desde su llegada a Nairobi el 27 de mayo de 2005, mi Representante Especial ha insistido ante los dirigentes de la subregión y de otros países en la necesidad de adoptar un enfoque coordinado respecto de los dirigentes somalíes y de instarles a que entablen un diálogo y se abstengan de emprender acciones militares para resolver las diferencias existentes en el seno de las instituciones federales de transición. El 10 de junio se reunió en Kampala con el Presidente de Uganda, Yoweri Museveni, y el 29 de junio mantuvo conversaciones con el Presidente de Yibuti, Ismail Omar Guelleh, y con el Secretario Ejecutivo de la IGAD en Yibuti.	1
Los soldados, que iban armados con fusiles M16 y granadas propulsadas por fusil, recibieron entonces un intenso fuego de armas automáticas desde el este. Respondieron con fuego intenso, incluido el lanzamiento de varias granadas, y fueron reforzados por soldados de las F-FDTL a lo largo del día.	0
El Grupo de Expertos recomendó, entre otras cosas, el establecimiento de un mecanismo internacional independiente con funciones concurrentes para supervisar el proceso nacional de rendición de cuentas y llevar a cabo investigaciones independientes.	1
13. Los informes sobre niños secuestrados durante los recientes ataques contra la población civil demuestran el horrible precio que están pagando los niños de Darfur en esta guerra civil.	0
17. Las exenciones a la prohibición de viajar permiten viajar cuando el Comité determina que dicho viaje está justificado por motivos de necesidad humanitaria, incluidas las obligaciones religiosas, o cuando el Comité concluye que una exención favorecería los objetivos de las resoluciones del Consejo para la paz y la reconciliación nacional en Costa de Marfil y la estabilidad en la región.	0
Realizadas en nombre del Comité por la Dirección Ejecutiva, brindan la oportunidad de debatir, entre otras cosas, las tendencias y los retos relacionados con el terrorismo, los esfuerzos de los Estados en la lucha antiterrorista, los puntos fuertes y débiles y las necesidades de asistencia técnica, así como las buenas prácticas en la aplicación de las dos resoluciones.	1
"El Consejo de Seguridad pide al Secretario General que apoye los esfuerzos encaminados a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé y el fortalecimiento de las capacidades nacionales y regionales, en estrecha consulta con los Estados del Golfo de Guinea y las organizaciones regionales pertinentes y otras entidades de las Naciones Unidas.	1
22. De conformidad con el párrafo 11 de la resolución 1963 (2010), el Comité, con la asistencia de su Dirección Ejecutiva, celebró una reunión especial el 28 de septiembre de 2011 para conmemorar el décimo aniversario de la aprobación de la resolución 1373 (2001) y del establecimiento del Comité.	1
"Subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración, sin demora, de unas elecciones presidenciales libres y justas, de conformidad con las normas constitucionales libanesas, sin injerencias ni influencias extranjeras y respetando plenamente las instituciones democráticas.	1
148. Varias disposiciones de esos tratados son de especial relevancia para el conflicto armado que se desarrolla actualmente en Darfur. Entre ellas figuran: a) el derecho a la vida y a no ser privado de ella arbitrariamente; b) el derecho a no ser sometido a torturas ni a penas o tratos crueles, inhumanos o degradantes; c) el derecho a no ser sometido a detención o prisión arbitrarias; d) el derecho de las personas privadas de libertad a ser tratadas humanamente y con el respeto debido a su dignidad inherente; e) el derecho a la libertad de circulación, a elegir su propio lugar de residencia y, por lo tanto, a no ser desplazado arbitrariamente; f) el derecho a la propiedad, a una vivienda adecuada y a no ser sometido a malos tratos; g) el derecho a la salud; h) el derecho a la vida y a no ser privado de ella arbitrariamente; (f) el derecho a la propiedad, a una vivienda adecuada y no (g) el derecho a la salud; (h) el derecho a una alimentación adecuada y al agua; (i) el derecho a un juicio justo; (j) el derecho a un recurso efectivo contra cualquier violación grave de los derechos humanos; (k) el derecho a la reparación por violaciones de los derechos humanos; y (l) la obligación de llevar ante la justicia a los autores de violaciones de los derechos humanos.	0
