en_es_DEEP	VerConf
La primera sesión especial temática del Consejo de Derechos Humanos sobre la crisis alimentaria mundial destacó su interacción con los abusos contra los derechos humanos.	0
Pueden entrenar reclutas, innovar en su planificación de ataques y llevar a cabo ataques. Lashkar-e-Tayyiba (QE.L.118.05) sigue impartiendo entrenamiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaida en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una fuente importante de innovación tecnológica.	0
Esto ha provocado graves tensiones con las comunidades locales, así como amenazas contra la MONUC por parte de algunos ex comandantes militares del CNDP ahora integrados en las FARDC.	1
Decide por la presente, habiendo recibido la solicitud de [el Estado afectado], establecer un tribunal internacional con el único propósito de procesar a los responsables de genocidio y otras violaciones graves del derecho internacional humanitario cometidos en el territorio [del Estado afectado] y a los ciudadanos [ del Estado afectado] responsable del genocidio y otras violaciones similares cometidas en el territorio de Estados vecinos entre [fechas]...	0
Al presentar el informe, el Subsecretario General destacó el riesgo de que, a pesar de la calma reinante en la zona, la situación de seguridad se deteriore, en particular como resultado de la inclusión de Abyei por las autoridades sudanesas como distrito electoral para las elecciones presidenciales. de 2015.	1
Los miembros del consejo estaban preocupados por los informes de una ofensiva de las fuerzas armadas del Congo en la provincia de Ecuador y pidieron el fin inmediato de los combates y que todas las partes actuaran con moderación.	0
La situación y el sufrimiento continuos del pueblo palestino siguen siendo una encarnación trágica de las consecuencias de la no aplicación de las resoluciones y de las decisiones del Consejo de Seguridad.	1
Reiteró la condena del Secretario General de cualquier uso de armas químicas por cualquier parte en el conflicto sirio y su llamado a que los perpetradores de tales actos sean llevados ante la justicia.	1
El Consejo de Seguridad recuerda las obligaciones de los Estados de respetar y garantizar el respeto del derecho internacional humanitario, incluidos los cuatro Convenios de Ginebra, y destaca su responsabilidad de poner fin a la impunidad y enjuiciar a los responsables de genocidio, crímenes de lesa humanidad y violaciones graves del derecho humanitario.	0
Hemos observado con preocupación la evaluación del Secretario General de que muchos de los factores que alimentaron la crisis de 2006 todavía están presentes en la sociedad, haciéndola vulnerable a la inestabilidad.	1
Las Naciones Unidas estaban examinando la mejor manera de fortalecer las capacidades de lucha contra el terrorismo de las misiones políticas especiales de las Naciones Unidas, las operaciones de mantenimiento de la paz y los equipos de las Naciones Unidas en los países.	0
81. La capacidad de los comandantes para ejercer control, mantener conciencia de la situación y planificar y coordinar sus acciones vertical y horizontalmente a través de la estructura de mando es fundamental para cualquier operación militar o paramilitar. Dado que Al-Qaida, los talibanes y sus asociados participan en esa actividad, ellos también deben poseer los medios necesarios para hacerlo, incluido equipo de comunicaciones.	1
Tenemos que reconocer nuestra gran preocupación por la situación actual en Afganistán.	1
En la resolución 22/13, el Consejo encargó a la comisión que investigara las violaciones sistemáticas, generalizadas y graves de los derechos humanos en el Estado, con miras a garantizar la plena rendición de cuentas, en particular, por violaciones que pudieran constituir crímenes de lesa humanidad.	0
Debo decir que el tema elegido para nuestro debate de hoy, si bien cautivador, plantea un gran desafío.	1
Lo que suceda con estos combatientes dependerá de lo que experimenten mientras estén en la República Árabe Siria, pero los conflictos pasados ​​que involucraron a voluntarios extranjeros con afiliados de Al-Qaida han demostrado tener un efecto duradero en el panorama de amenazas locales e internacionales.	1
Nuestra política de compromiso proactivo tiene objetivos a largo plazo para sacar a la sociedad abjasia del aislamiento, exponerla a valores y creencias democráticos, reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a regresar a sus hogares, independientemente de de su origen étnico, para establecer un ambiente de confianza y respeto mutuo.	0
3. Recuerda que los actos delictivos, incluso contra civiles, cometidos con la intención de causar la muerte o lesiones corporales graves, o la toma de rehenes, con el fin de provocar un estado de terror en la población en general o en un grupo de personas o en personas concretas , intimidar a una población u obligar a un gobierno o a una organización internacional a realizar o abstenerse de realizar cualquier acto que constituya delitos comprendidos en el ámbito y definidos en los convenios y protocolos internacionales relacionados con el terrorismo, no son en ningún caso justificables por consideraciones de de carácter político, filosófico, ideológico, racial, étnico, religioso o similar, y exhorta a todos los Estados a impedir tales actos y, si no se previenen, a garantizar que sean castigados con penas acordes con su gravedad;	0
26. Las FN, en menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para beneficio personal. El cacao importado de contrabando a Ghana y Togo transita por el norte y las unidades de las FN cobran derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, que se analizan más adelante, la producción de madera, oro, caña de azúcar y café contribuye a la economía del FN, de la que se benefician sus recursos militares.	0
Condeno enérgicamente cualquier uso de productos químicos tóxicos en el conflicto sirio, cualquiera que sea la parte.	1
51. El éxito de la transición se vería amenazado si las elecciones en la República Democrática del Congo no se celebraran antes del 30 de junio de 2006.	1
579. En tercer lugar, la investigación y el enjuiciamiento se referirían a personas que gozan de autoridad y prestigio en el país y ejercen control sobre el aparato del Estado. Parece poco probable que se establezca un tribunal especial mediante acuerdo entre el actual Gobierno y las Naciones Unidas para investigar y enjuiciar a miembros de ese mismo Gobierno.	0
12. Exhorta al Gobierno de Burundi a que prosiga sus esfuerzos para garantizar la promoción y protección de los derechos humanos y, junto con sus socios internacionales, apoye y fortalezca las capacidades de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Defensor del Pueblo de conformidad con con la resolución A/RES/48/134 de la Asamblea General sobre instituciones nacionales para la promoción y protección de los derechos humanos, y pide además al Gobierno que continúe su lucha contra la impunidad y adopte las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos , los derechos sociales, económicos y culturales consagrados en la Constitución de Burundi y de conformidad con sus obligaciones en virtud del derecho internacional;	0
2. Decide que los anteriormente designados como talibanes y otros individuos, grupos, empresas y entidades asociados con ellos, cuyos nombres estaban inscritos en la sección A ("Personas asociadas con los talibanes") y en la sección B ("entidades y otros grupos y empresas" asociados con los talibanes") de la Lista consolidada mantenida por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas en la fecha de aprobación de la presente resolución ya no formará parte de la Lista consolidada, pero en adelante estará en la Lista descrita en el párrafo 1, y decide además que todos los Estados tomarán las medidas establecidas en el párrafo 1 contra estas personas, grupos, empresas y entidades incluidas en la lista;	0
