id	es	Relevant
2014/s/2014/276/113:3	The commission is concerned that structures, laws and policies that violate the right to adequate food and not to starve continue to exist, which may lead to the recurrence of massive starvation.	1
2010/s/2010/569/47:3	However, this is not an easy task, inter alia, because national agencies traditionally involved in the fight against terrorism (such as police, immigration and customs services and intelligence services) are not necessarily responsible for policies aimed at countering the appeal of extremist and hate-based ideologies.	1
2008/s/2008/251/18:7	The parties will continue to explore the establishment of a programme of family visits within the framework of the Office of the United Nations High Commissioner for Refugees (UNHCR).	1
2014/s/2014/914/42:3	It was estimated that more than half a million children were affected by the ongoing conflict in South Sudan.	1
2000/s/2000/1196/20:2	However, a more constructive attitude towards UNMIK was increasingly evident.	0
2008/s/2008/259/5:3	The report also calls on the Terai armed groups to put an end to violations of children's rights, and on political parties to stop using children in demonstrations, strikes and blockades.	1
2014/s/2014/276/122:4	By the end of 2013, the number of politically motivated public executions appeared to increase.	1
2014/s/2014/935/48:4	While counter-piracy measures continued to be effective, the international community should continue to support the Somali Government in its efforts to meet the commitments set out in Vision 2016 and the Compact for Somalia.	1
2002/s/2002/685/64:11	They expressed the hope of hosting East Timor at the United Nations.	1
2005/s/2005/60/479:9	All the houses in the village were burned down and the bodies of the victims were buried in mass graves outside the village.	1
2008/s/2008/187/48:2	Once the revised plan is approved by the Committee, the Directorate will have as its priority the task of initiating the new structure of the groups and units and beginning the task of establishing criteria and harmonizing trials throughout the scope of the work of the Directorate.	1
2012/s/2012/162/4:1	On the morning of 12 March 2012, terrorist groups perpetrated another horrific massacre in several districts of the city of Homs, in which about 45 civilians were killed and in addition to the atrocities committed by those groups in other areas of the Syrian Arab Republic.	1
2005/s/2005/60/435:2	Then they set fire to the remaining buildings.	1
2005/s/2005/699/407:2	A migrant population of young combatants (regional combatants), who regard war first and foremost as an economic opportunity, constantly crosses these borders.	1
2014/s/res/2178__2014_/8:1	Recognizing that international cooperation and measures taken by Member States to prevent and combat terrorism must be in full conformity with the Charter of the United Nations,	1
2014/s/res/2178__2014_/39:1	10. Stresses the urgent need for the full and immediate implementation of the present resolution to foreign terrorist fighters, stresses the particular and urgent need for the implementation of the present resolution to foreign terrorist fighters associated with ISIL, the Nusra Front and other cells, affiliated entities or splinter or derivative groups of Al-Qaida, designated by the Committee, and expresses its readiness to consider designating, pursuant to resolution 2161 (2014), individuals associated with Al-Qaida to commit the acts set forth in paragraph 6 of this resolution;	0
