es	QuadClass
El resumen se divide en dos secciones principales. En la sección I se ponen de relieve las cuestiones planteadas y las propuestas formuladas en relación con la orientación normativa y las cuestiones institucionales de la Comisión de Consolidación de la Paz.	0
Como es de su conocimiento, el mandato actual de la Misión de las Naciones Unidas en la República Centroafricana y el Chad (MINURCAT) expira el 15 de marzo de 2010.	0
Pide al Secretario General que se asegure de que sus [Representantes Especiales para países vecinos] coordinen las actividades de [sus respectivas misiones], compartan la información militar de que dispongan, especialmente respecto de los movimientos transfronterizos de elementos armados y el tráfico de armas, compartan sus recursos logísticos y administrativos, siempre que ello no redunde en desmedro de la capacidad para cumplir sus respectivos mandatos, con miras a maximizar la eficiencia y reducir los costos.	4
- Pedir la cooperación de los Estados y de las operaciones de las Naciones Unidas de mantenimiento de la paz y de otras misiones autorizadas por el Consejo de Seguridad para la captura y entrega de presuntos autores de genocidio, crímenes de lesa humanidad, crímenes de guerra u otras violaciones graves de la normas de derechos humanos.	4
Afirman que los niños quedaron huérfanos como consecuencia del conflicto y que el SLA se ha hecho cargo de ellos.	1
El Consejo de Seguridad recuerda su apoyo a las gestiones del Secretario General para establecer oportunamente el tribunal especial para el Líbano, como medio para poner fin a la impunidad en el país y disuadir de que se cometan nuevos asesinatos en el Líbano.	4
La creación del grupo encargado de la resolución 1624 (2005) y los aspectos de la lucha contra el terrorismo relacionados con los derechos humanos servirá, en primer lugar, para permitir que la Dirección Ejecutiva contribuya al examen del Comité sobre cómo puede ayudar a los Estados Miembros a abordar cuestiones como la incitación al terrorismo y el diálogo intercultural, planteadas en la resolución 1624 (2005).	4
Se realizan operaciones específicas a fin de recoger armas o municiones entregadas voluntariamente en condiciones de amnistía o, en caso necesario, en intervenciones provistas de objetivos más concretos.	2
Se encontraron 32 conjuntos de restos, presumiblemente de soldados iraquíes y algunos de ellos con identificación, que serán entregados a las autoridades iraquíes una vez que hayan concluido los procedimientos necesarios.	2
Si esta persona es declarada culpable, tienen la obligación de castigarla y ofrecer un recurso efectivo y reparaciones a las víctimas.	0
Cinco Estados han establecido debidamente en su legislación interna su jurisdicción respecto de los delitos pertinentes.	0
No obstante, tal vez deseen establecerse en algún otro lugar de Kosovo.	0
El Grupo presenta a continuación tres estudios de casos concretos, a saber: poderío aéreo; vehículos para uso militar y mercenarios y mecánicos a fin de que el Comité los examine y llegue a una conclusión oportuna en cuanto a si violan o no el embargo.	4
Dio comisiones rogatorias y estipuló las medidas que debían tomarse, sobre todo para preservar el lugar de los hechos.	0
Es interesante señalar que algunos de sus grupos armados posiblemente reciban sus armas desde dentro de la propia República Democrática del Congo, como señala el Secretario General en su 19° informe sobre la MONUC (S/2005/603) al Consejo de Seguridad.	1
Se denunció que se provocó sistemáticamente a los detenidos sufrimiento físico y mental como castigo por su presunta afiliación o apoyo a los rebeldes y con el fin de obtener información o confesiones.	1
El Consejo de Seguridad reafirma además su determinación en combatir por todos los medios posibles las amenazas a la paz y la seguridad internacionales causadas por actos de terrorismo, de conformidad con la Carta de las Naciones Unidas.	4
c) Remitirá toda la información del Comité respecto de su decisión facilitada al Ombudsman de conformidad con el párrafo 13 supra.	0
Muchos miembros del Consejo pusieron de relieve que la resolución 2118 (2013) aún no se había cumplido plenamente y que el Consejo debía seguir vigilando atentamente los esfuerzos por lograr la eliminación del programa de armas químicas de la República Árabe Siria hasta que esta se hubiera completado, así como la eliminación de la utilización de armas químicas, que constituía una violación de las disposiciones de la resolución 2118 (2013).	3
En junio de 2005 se utilizó esa misma terminal para descargar 22 vehículos de tipo militar procedentes de Belarús (véase el estudio del caso No. 2).	0
Esta es una cuestión delicada, pues ha existido falta de confianza entre algunos agentes de policía de diferentes lugares.	3
Hace notar, a este respecto, que puede encomendar a las misiones multidimensionales de mantenimiento de la paz, entre otras, las siguientes funciones: d) Disponer una respuesta rápida en las actividades relativas a las minas, así como servicios de asesoramiento y capacitación adaptados a las necesidades de las autoridades nacionales, previa solicitud, con miras a posibilitar la reducción de los riesgos, la asistencia a las víctimas, el desminado y la gestión y eliminación de las existencias;	4
Sin embargo, a fin de continuar el programa amplio de acción antiminas se han pedido fondos adicionales de los donantes para 2008.	0
No obstante, la Comisión no encontró pruebas de que esos secuestros fueran lo suficientemente generalizados o sistemáticos como para considerarlos crímenes de lesa humanidad.	0
El 9 de abril de 2013, el Comité se reunió con representantes del Departamento de Asuntos Políticos, el Departamento de Operaciones de Mantenimiento de la Paz, el Equipo de Vigilancia, la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo.	4
Las disposiciones de la Ley No. 656/2002 de prevención y lucha contra el blanqueo de dinero coinciden con las contenidas en la directiva No. 2001/97/CE del Parlamento Europeo y del Consejo Europeo, de 4 de diciembre de 2001, por la que se reformó la directiva del Consejo Europeo No. 91/308/CEE sobre prevención de la utilización del sistema financiero para el blanqueo de capitales.	4
:: Estrechando, cuando proceda, la cooperación con los demás órganos subsidiarios del Consejo, especialmente los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y sus expertos, en particular sobre intercambio de información, visitas y asistencia técnica.	4
El Equipo señaló en su segundo informe (S/2005/83, párr. 135) que la Unión Europea, la más desarrollada de estas zonas, garantiza a sus ciudadanos la libertad de circulación dentro del territorio de sus 25 Estados miembros, mientras que con el Acuerdo de Schengen se eliminaron los controles fronterizos entre muchos de los Estados europeos, al tiempo que se reforzaban los controles ejercidos en las fronteras externas del espacio de Schengen y se aumentaba la cooperación judicial y policial dentro del sistema de Schengen.	2
- Pedir el estricto cumplimiento por las partes en un conflicto armado de las normas aplicables del derecho internacional humanitario, incluida la prohibición de:	3
Del 1 al 10 de octubre de 2014, se registraron 20 violaciones del alto el fuego a lo largo de la línea de control y 22 a lo largo de la línea de demarcación provisional, como consecuencia de las cuales 12 civiles murieron y 52 civiles y 9 militares resultaron heridos del lado paquistaní.	1
Cuando corresponda, un vínculo más fuerte entre la reforma del sector de la seguridad y el levantamiento de un embargo de armas puede ofrecer un incentivo eficaz para el éxito de dicha reforma. Esto también es importante desde el punto de vista de la prevención de la recurrencia del conflicto en situaciones frágiles después de un conflicto.	4
