ar	MatCoop
وهم يسعون للحصول على هذه الأسلحة لأنها صغيرة الحجم وتجعل الإرهابيين قادرين على الهجوم آمنين من مسافة بعيدة وإحداث أضرار كبيرة.	0
ونحن واثقون بأن هذه الجماعات لن تتمكن من تقويض العملية الانتخابية على المستوى الوطني.	0
وفوق ذلك، يجب ألا تنطوي التدابير التي تعفي من العهد على تمييز على أساس العرق أو اللون أو الجنس أو الدين أو المنشأ الاجتماعي.	1
429- واستشهدت الحكومة كذلك بثلاث قضايا جرى فيها قصف عن طريق الخطأ. وذكرت أنها عوضت ضحايا قرى هبيلا، وأم جوزين وتولو.	0
:: أن يُضطلع بالتنسيق المنتظم بين العنصرين المدني والعسكري في البعثات، وبين البعثات والأطراف العاملة في المجال الإنساني، من أجل توحيد الخبرة الفنية في ميدان حماية المدنيين.	1
وقد تمكنت البعثة بفضل إنشاء خلية التحليل المشترك للبعثة من زيادة قدرتها بشكل كبير على تحليل المعلومات وتبادلها في جميع أنحاء البعثة. غير أن البعثة ظلت تفتقر إلى إمكانية الحصول على المعلومات التكتيكية الموثوق بها.	1
14 - يلاحظ تطور الصلة بين الإرهاب وتكنولوجيات المعلومات والاتصالات، ولا سيما شبكة الإنترنت، واستخدام هذه التكنولوجيات في ارتكاب أعمال إرهابية وتسهيل ارتكابها من خلال استعمالها في التحريض على الأعمال الإرهابية أو التجنيد لها أو تمويلها أو تخطيطها، ويوجه المديرية التنفيذية إلى مواصلة التصدي لهذه المسألة بالتشاور مع الدول الأعضاء والمنظمات الدولية والإقليمية ودون الإقليمية والقطاع الخاص والمجتمع المدني وإلى إسداء المشورة للجنة عن النُهُج الأخرى الممكنة؛	1
4 - وبينما ينص كل من اتفاق السلام الشامل واتفاق رصد إدارة الأسلحة والجيوش على أحكام تتعلق بحل المليشيات المرتبطة بالجيش الماوي، لم يورد أي منهما خططا مفصلة في هذا الشأن.	1
36 - وتمثل أفريقيا وآسيا والمحيط الهادئ 53 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 18 في المائة في عام 2004. أما منطقة الشرق الأوسط، فتمثل 19 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 4 في المائة في عام 2008().	0
وعقب المعركة الثانية للسيطرة على بايدوا، تلقى حبسادي مرة ثانية دعمها لوجستيا من حلفائه في مقديشو.	1
وفي هذا الصدد، قامت المديرية، بالتعاون مع المركز الدولي لمكافحة الإرهاب، وبدعم من هولندا، بتنظيم حلقة العمل الثانية لها في تموز/يوليه 2012 في الرباط، عن تنفيذ القرار 1624 (2005).	1
يقرر أن ينيط [بالبعثة] الولاية التالية وفق ترتيب الأولويات المبين أدناه: حماية المدنيين (ز) دعم الجهود التي تبذلها الحكومة مع الشركاء الدوليين والبلدان المجاورة، بغية تهيئة الظروف المناسبة للعودة الآمنة والطوعية والكريمة للمشردين داخليا واللاجئين، أو الاندماج أو إعادة التوطين الطوعيين على المستوى المحلي.	1
وقد تتعلق تلك المعايير بما يلي (أ) التوعية والإرشاد في القطاع الخاص؛ (ب) الإشراف على المؤسسات الخيرية؛ (ج) إجراءات الإنفاذ لكفالة امتثال المؤسسات الخيرية شروط مكافحة غسل الأموال وتمويل الإرهاب؛ (د) المشاركة الدولية.	0
122 - تثبت الأدلة أن رجالا مسلحين بقيادة أبيليو ميسكويتا بدأوا الهجوم على مقر إقامة العميد رواك يوم 24 أيار/مايو، على النحو المبين في الفقرتين 69 و 70 أعلاه.	0
88 - وأفادت إحدى الدول بأن استراتيجيتها الوطنية لمكافحة الإرهاب تتطلب بأن تكون الإجراءات التي تتخذها السلطات متسقة وشفافة، وأن تضمن احترام سيادة القانون، والديمقراطية، والحقوق الأساسية، والحكم الرشيد.	0
وفي كثير من الحالات، تفتقر الدول إلى الموارد اللازمة أو تكون غير ناشطة بالقدر الكافي في مجال تسيير الدوريات والتفتيش والعمليات المشتركة مع الدول المجاورة، وكذلك في تنفيذ الأنشطة المجتمعية للحفاظ على النظام على الصعد المحلية. ومن شأن تطبيق هذه التدابير على طول الحدود المفتوحة وتطبيق نماذج مبتكرة للتعاون والمساعدة في معالجة هذه المخاوف أن يساعدا في مراقبة الحدود على نحو أكثر فعالية.	1
