ar	MatConf
3 - سيوصي المدير التنفيذي، كما طلب مجلس الأمن في قراره 1787 (2007)، خلال 60 يوماً من اعتماد ذلك القرار وبالتشاور مع اللجنة، بإدخال تغييرات على الخطة التنظيمية للمديرية التنفيذية المشار إليها في الفقرة 4 من قرار مجلس الأمن 1535 (2004).	0
وهذا سيتطلب موقفا واضحا خاصة، وبكل صراحة، من الولايات المتحدة الأمريكية.	0
52- كما استخدمت الدولة التجويع المتعمد كوسيلة من وسائل التحكم والعقاب في مرافق الاحتجاز.	1
23 - وهناك أيضا شواغل مستمرة بشأن إمارة القوقاز Emarat Kavkaz)) (QE.E.131.11)، وهي منظمة إرهابية في شمال القوقاز يتزعمها دوكو خاماتوفيتش عمروف فقد كانت الجماعة مسؤولة عن هجمات متعددة في الاتحاد الروسي.	1
وقدرات معظم هذه الدول ضعيفة في مجال تجميد الأموال والأصول المرتبطة بالإرهاب، على الرغم من التقدم الذي أحرزته بعض الدول في هذا المجال.	0
٢٣ - وفي 17 تشرين الأول/أكتوبر، أعلن رئيس أركان الجيش النيجيري عن التوصل إلى اتفاق لوقف الأعمال العدائية مع جماعة بوكو حرام، في أعقاب محادثات يسرتها حكومة تشاد في نجامينا. وفي 19 تشرين الأول/أكتوبر، أعلنت حكومة تشاد أن المفاوضات لا تزال جارية بشأن اتفاق لوقف إطلاق النار والإفراج عن التلميذات اللواتي اختطفن في شيبوك. وفي 4 تشرين الثاني/نوفمبر، أعلنت حكومة نيجيريا الاتحادية أنه لم يتم التوصل إلى أي اتفاق، بيد أن المحادثات سوف تستمر.	0
وكانت الشــــاحنات تقل قــوات مسلحة تابعة للحكومة واستخدمت فيما بعد لنقل الممتلكات المنهوبة من القرية.	0
ويشدد كلا القرارين على مسؤولية الدول عن التحقيق مع الأشخاص المشتبه في ارتكابهم الإبادة الجماعية أو الجرائم ضد الإنسانية، أو جرائم الحرب أو غيرها من الانتهاكات الخطيرة للقانون الإنساني الدولي، ومقاضاتهم.	0
8 - وهيأت الحدود التي يسهل اختراقها والهياكل الضعيفة للدولة في جنوب ليبيا بيئة مؤاتية لزيادة وجود الجماعات الإرهابية وأنشطتها في منطقة الساحل.	1
وأفاد الاتحاد الروسي أنه اتخذ تدابير لحماية السفن والمرافق المرفئية من الهجمات الإرهابية، على النحو المنصوص عليه في أحكام المدونة الدولية لأمن السفن والمرافق المرفئية فيما يتصل بالتدريب والإشعار والإشارات في حالات الطوارئ.	0
ولا يزال الزعماء السياسيون وقادة المجتمع المدني في هايتي يرفعون عقيرتهم منادين بالتوافق الوطني في مجالات رئيسية، مثل الميزانية الوطنية، والتعليم، والانتعاش والأولويات الإنمائية، والانتخابات والإصلاح الدستوري.	0
وبعد مواجهة مطولة مع الحشد قام نائب القائد العام بابو بنزع سلاح ستة ضباط شرقيين من وحدة الاستجابة السريعة وخلع ستراتهم الواقية من الرصاص. واصطحبوا إلى مركبات كانت تقف في انتظارهم.	1
27 - وإضافة إلى ذلك، قررت اللجنة أن قائمة الأصناف والمواد والمعدات والسلع والتكنولوجيا المتصلة ببرامج الصواريخ البالستية الواردة في مرفق تقرير السابق للجنة (S/2014/253) تجبُّ القائمة السابقة (انظر S/20142/947) وتخضع للتدابير التي فرضها مجلس الأمن في الفقرات 8 (أ) و (ب) و (ج) من القرار 1718 (2006).	0
وتم بناء السجن من أجل توفير ظروف احتجاز إنسانية ومأمونة تتماشى مع المعايير الدولية لحقوق الإنسان.	0
14 - يدعو الأمين العام إلى أن يعرض على المجلس الحالات التي تزداد فيها سرعة تأثر اللاجئين والمشردين داخليا بخطر المضايقة أو حيث يزداد تعرض مخيماتهم لتسلل العناصر المسلحة وحيث قد تشكل تلك الحالات تهديدا للسلام والأمن الدوليين ويعرب، في هذا الصدد، عن استعداده للنظر في تلك الحالات واتخاذ، الخطوات المناسبة حسب الاقتضاء، من أجل المساعدة في تهيئة بيئة آمنة للمدنيين الذين يتعرضون للخطر بسبب الصراعات، بجملة وسائل منها تقديم الدعم إلى الدول المعنية في هذا الصدد، ويشير في هذا الصدد إلى قراره 1208 (1999) المؤرخ 19 تشرين الثاني/نوفمبر 1998؛	1
إن ما يتعين على الجميع فعله هو رفض الأصوات المتشددة التي تجد راحة في الطرق القديمة، وتعتقد أنه من المستحيل للصرب والألبان تطبيع علاقاتهم بالتوصل إلى حل توفيقي تاريخي.	0
بل إن من يكتسبون اليوم أهم الخبرات على صعيد العمليات الإرهابية هم أشخاص أصغر سناً حتى مما ذكر، إذ تضم صفوفهم في الأساس أفراداً تبدأ أعمارهم بسن المراهقة وحتى أوائل الثلاثينات.	1
