ar	VerConf
23 - يطلب إلى فريق الدعم التحليلي ورصد الجزاءات أن يقدم، بالتعاون الوثيق مع هيئات الأمم المتحدة الأخرى المعنية بمكافحة الإرهاب، تقريرا إلى اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، وأن يقدم إلى اللجنة في غضون 60 يوما بيانا أوليا شفويا عن آخر المستجدات المتعلقة بالتهديد الذي يشكله المقاتلون الإرهابيون الأجانب الذين جندهم تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وكافة الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة أو الذين انضموا إلى صفوفها، يتضمن ما يلي:	0
ويعد احتجاز أي من أفراد الأمم المتحدة والاعتداء الجسدي عليهم أمرا غير مقبول تماما.	1
ولأن حزب الله يحافظ على علاقات وثيقة مع عدد من دول المنطقة، ولا سيما مع جمهورية إيران الإسلامية، وقد أقر بذلك علنا الأمين العام للميليشيا نفسه، فأنا أدعو هذه الدول إلى تشجيع تحول الجماعة المسلحة إلى حزب سياسي بحت ونزع سلاحها، وفقا للأحكام المنصوص عليها في اتفاق الطائف والقرار 1559 (2004)، بما يخدم مصلحة السلام والاستقرار الإقليميين على أفضل وجه.	1
وظهر الجندي فرانسيسكو أمارال من قوات الدفاع عند تقاطع وزارة العدل؛ وكانت ملابسه الرسمية مخضبة بالدماء.	0
151 - ومن جهة أخرى، على الرغم من إدراك الفوائد التي تعود على دوائر إنفاذ القانون من جراء فرض رقابة إلزامية فإن جهات غيرها مثل الفريق العامل المعني بإدارة شبكة الإنترنت، تعتقد أن الأخذ بنظام للرقابة الإلزامية يمكن أن ينتهك حقوق الإنسان الأساسية.	1
134 - وناقش الفريق مجالات التعاون مع كل من وحدة إجراءات مكافحة الإرهاب التابعة لمنظمة الأمن والتعاون في أوروبا، والمكتب الإقليمي لآسيا الوسطى التابع لرابطة الدول المستقلة، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، وشرع في اتصالات مع منظمات إقليمية أخرى مثل منظمة الدول الأمريكية()، التي أنشأت لجنة البلدان الأمريكية لمناهضة الإرهاب، والاتحاد الأفريقي() الذي أنشأ مركزا لمكافحة الإرهاب في الجزائر.	0
أما الجنود الذين كانوا مسلحين بأسلحة من طراز M16 وقنابل يدوية تدفعها البنادق، فقد تعرضوا بعد ذلك لنيران مكثفة من أسلحة آلية من الشرق. وردوا بعنف على تلك النيران، بما في ذلك إلقاء عدة قنابل بدوية، وجرى تعزيزهم بجنود من القوات المسلحة طوال اليوم.	0
6 - وفي المرحلة الثانية من عملية التسجيل التي أجريت في الفترة الممتدة من حزيران/يونيه 2007 إلى كانون الأول/ديسمبر 2007، تحققت أفرقة الأمم المتحدة من سن جميع الأفراد في مواقع التجميع ومن تاريخ تجنيدهم.	0
37 - وواصلت البعثة إيلاء الأولوية العليا لسياسة عدم التسامح إطلاقا إزاء الاستغلال والانتهاك الجنسيين، بما في ذلك توفير إحاطات إعلامية تمهيدية وبرامج تدريب عادي لجميع موظفي الأمم المتحدة في مجال منع الاستغلال والانتهاك الجنسيين.	0
15 - أصدرت المحكمة الجنائية الخاصة بأحداث دارفور، منذ أنشأتها الحكومة في حزيران/ يونيه 2005، أحكاما في خمس قضايا.	1
"ويشير المجلس إلى ولاية كل من بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية وبعثة الأمم المتحدة في جمهورية جنوب السودان فيما يتعلق بالمساعدة على حماية المدنيين في المناطق المتضررة من أنشطة جيش الرب للمقاومة ودعم أنشطة نزع سلاح محاربي جيش الرب للمقاومة وتسريحهم وإعادة إدماجهم، كل في البلد الذي يتمركز فيه.	0
(أ) مامادو سيســي، (القريب من حزب تجمع الجمهوريين) وتارين، الرقيب في البحرية، منذ 20 أيلول/سبتمبر 2002؛	0
وندين بكل قوة الهجوم الوحشي الذي وقع صباح اليوم على مرقد الإمامين علي الهادي وحسن العسكري في سامراء، ونشاطر الشعب العراقي شعوره بالغضب لتلك الجريمة. فهي محاولة أخرى مدبرة من جانب الإرهابيين لبث بذور الشقاق وإشعال جذوة الصراع الطائفي بين صفوف شعب العراق.	1
فقد غادر معظم الأطفال المرتبطين سابقا بالجماعات المسلحة في نيبال تلك الجماعات دون أن تتخذ أي تدابير لإنعاشهم وإعادة إدماجهم أو وضع أي إطار لحمايتهم.	0
لكن الفريق يرى أن هناك فرصة لمعالجة هذه المسألة من خلال حظر توريد الأسلحة، ويوصي بما يلي: '1` أن تدرج اللجنة المتفجرات المدنية والمرتجلة بصريح العبارة في وثيقتها لتفسير المصطلحات؛ '2` أن تقوم اللجنة بجمع ما اكتسبته الدول الأعضاء من خبرة في مواجهة هذا الخطر في وثيقة تنشر في موقعها على الإنترنت؛ '3` أن ينص مجلس الأمن في أي قرار يتخذه مستقبلا بشأن هذه المسألة على أن ''العتاد ذا الصلة بجميع أنواعه`` يشمل المتفجرات المدنية والمرتجلة.	0
لقد اتخذ مجلس الأمن قراره 2042 (2012)، بتاريخ 14 نيسان/أبريل 2012 الذي أحاط علما بالتزام الحكومة السورية بخطة المبعوث الخاص للأمم المتحدة السيد عنان، وشدد على ضرورة تنفيذها بكافة عناصرها بشكل سريع وشامل وفوري، ودعا كذلك جميع الأطراف في سوريا، بما في ذلك المعارضة إلى الوقف الفوري للعنف المسلح بجميع أشكاله، كما أعرب عن النية في الإنشاء الفوري، بعد التشاور بين الأمين العام والحكومة السورية، لبعثة مراقبة تابعة للأمم المتحدة في سوريا من أجل مراقبة وقف العنف المسلح بجميع أشكاله من قبل جميع الأطراف.	1
ثم إن الأحزاب وفروع الشبيبة التابعة لها تحرض الأطفال على المشاركة في المظاهرات التي قد تنشب خلالها أعمال العنف، وترد الشرطة أحيانا على ذلك بالاستخدام المفرط للقوة.	0
وذلك أمر هام لتعزيز قدرة البعثة على توفير الحماية الحقيقية للسكان المدنيين الكونغوليين، الذين وقعوا ضحية لكارثة إنسانية واضحة، كما أكد السيد دوس، ولانتهاكات واسعة النطاق لحقوق الإنسان، ولا سيما أعمال العنف الموجهة ضد النساء والأطفال.	1
وجرّمت دول عدة التجنيد بغرض ارتكاب أعمال إرهابية.	1
- السماح لعدد من أفراد الجيش والشرطة اليوغوسلافيين والصرب بالعودة إلى كوسوفو وميتوهيا (الفقرات 4 و 6 و 10 من المرفق 2، والفقرة 4 من الاتفاق التقني العسكري).	0
ومن الواضح أن عدم ضمان المساءلة والجبر والمصالحة يمكن أن يعرقل عملية السلام وحالة ما بعد انتهاء النزاع، مما يشكل بالتالي تهديدا جديدا للسلام والأمن.	1
ولقد جرّمت أربع دول بصورة وافية تمويل الإرهاب في حين أن ثلاث دول لم تفعل ذلك مطلقا.	1
تلاحظ اللجنة مع القلق عدم وجود أي مراقبة منتظمة لأسلحة وذخيرة الشرطة الوطنية.	1
وواصل الفريق أيضا القيام بدور نشط في وضع تدابير مكافحة تمويل الإرهاب عن طريق مشاركته في الجلسات العامة التي تعقدها فرقة العمل المعنية بالإجراءات المالية المتعلقة بغسل الأموال واجتماعات الهيئات الإقليمية المماثلة لفرقة العمل تلك.	0
وعلاوة على ذلك، حيثما يغدو اللجوء إلى العنف المسلح أداة راسخة لتسوية النزاعات ومظالم الأفراد والجماعات، تتراجع آليات فض المنازعات بالوسائل القانونية والسلمية ويتعذر المحافظة على سيادة القانون.	0
فالخلايا أو الفروع أو الجماعات المرتبطة بها مجبرة الآن على العمل بشكل مستقل وعلى تمويل أنشطتها ذاتيا.	0
وتمثل التجديد الذي جاء به في نقل الهدف من البلدان المسلمة إلى الغرب، خاصة الولايات المتحدة الأمريكية؛ وبوصف إرهابه بأنه صراع بين الإسلام وأعدائه، تمكن من جمع عدة جماعات متنوعة وفي الغالب متنافسة تحت راية واحدة.	1
وفي حين بذل كل من الحكومة والحزب الشيوعي النيبالي (الماوي) الجهود من أجل معالجة مشكلة دفع بدلات أفراد الحزب المسقطة أهليتهم، لم يُقطع أي التزام بتوفير أموال أو وضع برامج لإنعاش الأطفال المتضررين بالنزاع المسلح وإعادة إدماجهم، بمن فيهم الأطفال المفرج عنهم بأعداد كبيرة بشكل غير رسمي، وقوبل عرض المساعدة الذي تقدمت به الأمم المتحدة بقليل من الحماس.	1
وفي ظل تلك الظروف التي تجتمع فيها الفوارق الهائلة والتهميش السياسي والاقتصادي والاجتماعي، ظهرت عملية تسعى إلى إحداث تغيير النظام السائد، وتسعى إلى إحداث التغييرين الاقتصادي والسياسي وإيجاد البدائل التي تتيح المشاركة وفتح مجالات ووسائل جديدة للتعبير، تتضمن باختصار مطالب تتعلق بالحقوق الأساسية.	1
ومن الواضح أن شروط تطبيق هذه الآلية غير متوفرة في حالة دارفور.	1
١ - يدين التطرف العنيف الذي يمكن أن يفضي إلى الإرهاب والعنف الطائفي وإلى ارتكاب المقاتلين الإرهابين الأجانب أعمالا إرهابية، ويطالب بأن يتخلّى جميع المقاتلين الإرهابيين الأجانب عن أسلحتهم وأن يتوقّفوا كلّيا عن ارتكاب الأعمال الإرهابية والمشاركة في النزاعات المسلحة؛	1
وإذ يؤكد أن التدابير المفروضة بموجب القرارين 1572 (2004) و 1643 (2005) ما زالت تسهم في تحقيق الاستقرار في كوت ديفوار، لا سيما في سياق انتخابات الرئاسة المزمع إجراؤها، وإذ يشدد على أن تلك التدابير تهدف إلى دعم عملية السلام في كوت ديفوار،	0
والأحكام الصادرة مؤخرا عن محكمة استئناف إندونيسية، بإلغاء أربعة أحكام تجريم صادرة عن محكمة حقوق الإنسان المخصصة، لئن كانت تقع خارج نطاق ولاية البعثة، فإنها تؤثر تأثيرا مباشرا على المسألة الأكبر، مسألة المحاسبة عن الجرائم.	1
والآن يجب إيلاء أولوية قصوى لمواجهة التحدي المتمثل في إنشاء إدارات محلية وإقليمية في المناطق المسترجعة من حركة الشباب.	1
يشير إلى أن حماية المدنيين تستوجب استجابة منسقة بين جميع العناصر المعنية في البعثة، ويشجع [البعثة] على تعزيز التفاعل، تحت سلطة الممثل الخاص للأمين العام، بين عنصريها المدني والعسكري على جميع المستويات وبين الجهات العاملة في المجال الإنساني، من أجل توحيد الخبرات في مجال حماية المدنيين.	0
وجرى تدريب ضباط من قوات الأمن الوطني (50 ضابطا في أدري و 42 ضابطا في أبيشي).	0
"ويلاحظ مجلس الأمن مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلام والأمن الدوليين والتمتع بحقوق الإنسان والتنمية الاجتماعية والاقتصادية لجميع الدول الأعضاء، ويقوض الاستقرار والازدهار العالميين، وأن هذا التهديد قد أصبح أكثر انتشارا، حيث ازدادت الأعمال الإرهابية في مختلف مناطق العالم، بما فيها الأعمال التي ترتكب بدافع من التعصب أو التطرف، ويعرب عن تصميمه على التصدي لهذا التهديد.	1
