es	VerConf
Ese Estado afirmó que la cooperación entre el gobierno y la sociedad civil era una parte esencial de las iniciativas para evitar que las personas recurrieran al terrorismo y señaló que estaba aumentando sus esfuerzos para detectar e investigar las declaraciones que fomentaban el odio en Internet.	0
Rendición de cuentas [I]nsta al Gobierno [del país afectado] a asegurar la plena aplicación de su "política de tolerancia cero" con respecto a las cuestiones de disciplina y de violaciones de los derechos humanos, incluida la violencia sexual y basada en el género, cometidas por elementos de [las fuerzas armadas], e insta también a que se investiguen a fondo, con el apoyo de [la misión], todas las denuncias de violaciones de ese tipo y a que se haga comparecer a los responsables ante la justicia mediante un proceso firme e independiente.	1
En opinión de mi delegación, para prevenir nuevos brotes de violencia e inestabilidad en la región norte de Kosovo sigue siendo esencial que el proceso de reconciliación esté acompañado de políticas orientadas a garantizar la estabilidad socio-económica de las comunidades de manera no discriminatoria.	1
[C]ondena enérgicamente las formas de discriminación y violencia que persisten contra las mujeres y las niñas, en particular la violencia que tiene como fin impedir que las niñas asistan a la escuela ...	1
El Consejo de Seguridad reitera su preocupación ante la creciente conexión existente, en muchos casos, entre el terrorismo y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero y el tráfico ilícito de armas, y pone de relieve la necesidad de promover la coordinación de las iniciativas en los planos nacional, subregional, regional e internacional para reforzar la respuesta internacional a este grave problema y esta gran amenaza para la paz y la seguridad internacionales, y alienta a la Oficina de las Naciones Unidas contra la Droga y el Delito a que prosiga su labor en este sentido, en colaboración con otras entidades competentes de las Naciones Unidas.	1
La Policía de la UNMIK se ha concentrado en actividades destinadas a garantizar que todos sus alumnos, al igual que los del Servicio de Policía de Kosovo tengan conocimientos prácticos sobre normas internacionales de derechos humanos para oficiales encargados de hacer cumplir la ley.	0
14. Invita al Secretario General a que señale a su atención situaciones en que los refugiados y los desplazados internos sean vulnerables a las amenazas de hostigamiento o en que sus campamentos sean vulnerables a la infiltración de elementos armados y en que esas situaciones puedan constituir una amenaza para la paz y la seguridad internacionales, expresa, a este respecto, que está dispuesto a examinar esas situaciones y, cuando sea necesario, adoptar medidas adecuadas para contribuir a establecer un entorno seguro para los civiles amenazados por los conflictos, especialmente prestando apoyo a los Estados que corresponda a este respecto, y recuerda, a este respecto, su resolución 1208 (1998), de 19 de noviembre de 1998;	0
Todos los Estados son partes en el Convenio sobre la financiación del terrorismo, han promulgado leyes relativas al blanqueo de dinero y a la lucha contra la financiación del terrorismo y han establecido unidades de inteligencia financiera inscritas en el Grupo Egmont.	0
El Comité procura cerciorarse de que la Lista tenga un carácter dinámico y se vaya ajustando a la evolución del peligro que significa Al-Qaida.	1
Sin embargo, sigo preocupado porque continúan las restricciones impuestas a la libertad de circulación de los observadores militares de las Naciones Unidas que intentan visitar las unidades, los cuarteles y los bastiones de las partes con fines de verificación.	1
Los actuales intentos del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto legalmente como políticamente.	1
Partiendo de la base del examen completo de todas las personas y entidades incluidas en la Lista que se llevó a cabo en 2010, con arreglo al párrafo 25 de la resolución 1822 (2008), el Comité ha instituido numerosos mecanismos para asegurarse de que la Lista refleje el peligro que significa Al-Qaida y de revisar periódicamente cada una de las entradas a fin de determinar si procede mantenerla.	0
En el cuartel general, la intervención agitada del Ministro del Interior, inclusive el hecho de que éste hubiera retirado un arma del depósito, habría contribuido a crear un clima de pánico.	1
La estrategia abordaría, asimismo, la investigación de los actos terroristas y la persecución de sus autores materiales, para llevar a los terroristas y a sus partidarios ante la justicia.	0
Estos desafíos, conjuntamente, ejercen presión política sobre los gobiernos y tienen incidencias directas y peligrosas sobre la paz, la seguridad y la estabilidad en los países afectados.	1
Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición mundial contra el terrorismo, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo cuenta el peligro de que el terrorismo se conjugue con otras amenazas a la paz y la seguridad internacionales -- como la proliferación de armas de destrucción en masa, la delincuencia transnacional organizada y el ciberterrorismo -- insta a que haya una cooperación más sólida en el plano mundial para la supresión de este flagelo de nuestros días.	1
Lo que el Consejo de Seguridad debe hacer ahora es asegurar a los tribunales que el régimen de sanciones establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad (el régimen de sanciones de la resolución 1267) es equitativo y, con un mayor apoyo de los Estados Miembros, reafirmar su propósito original de librar al mundo de la amenaza del terrorismo de Al-Qaida, los talibanes y las personas y entidades afiliadas a ellos.	0
- Se compromete a mejorar la coordinación con la Comisión de Consolidación de la Paz y espera con vivo interés el examen de la Comisión en 2010 y las recomendaciones sobre cómo seguir potenciando su papel;	0
Preocupados por el hecho de que hasta el momento los movimientos armados más importantes hayan estado ausentes de las negociaciones, han instado a que se mantengan los contactos con el Gobierno y los movimientos no signatarios a fin de aumentar la inclusividad del proceso de paz.	0
Del 25 de noviembre al 10 de diciembre, mi Representante Especial se sumó a mi campaña anual "Unidos para poner fin a la violencia contra las mujeres", con hincapié particular en los países en conflicto.	0
Deseamos señalar a la atención de la comunidad internacional el hecho alarmante de que al retirarse de la mencionada decisión, la Federación de Rusia ya no se considera sujeta a la obligación de impedir la venta y el suministro a la parte abjasia de todo tipo de armamentos, equipo de defensa y repuestos, municiones, vehículos blindados y otro equipo (párr. 3), así como tampoco a impedir la contratación de sus propios ciudadanos ni su reclutamiento en cualquier grupo armado en la zona de conflicto (párr. 5 a)).	0
También en este caso, como en el precedente, todo crimen cometido por dichas milicias entrañaría no solamente la responsabilidad penal de sus autores materiales, sino también la responsabilidad de las autoridades superiores del Sudán si dichas autoridades ordenaron o planearon esos crímenes o no hicieron nada para impedirlos o reprimirlos (responsabilidad de los superiores).	0
25. Reconoce que el conflicto que afecta al Afganistán y la urgencia que el Gobierno del Afganistán y la comunidad internacional asignan a la solución pacífica del conflicto requieren modificaciones oportunas y rápidas de la Lista, incluidas la adición y supresión de personas y entidades, insta al Comité a que decida de manera oportuna acerca de las solicitudes de supresión de nombres, solicita al Comité que examine periódicamente cada entrada de la Lista, incluso, cuando proceda, mediante el examen de las personas que se considere que cumplan las condiciones de la reconciliación, las personas en cuyas entradas no figuren los datos de identificación, las personas de cuyo fallecimiento se haya tenido noticia, y las entidades que, según se haya informado o confirmado, hayan dejado de existir, encomienda al Comité que establezca directrices para realizar dichos exámenes en consonancia, y solicita al Equipo de Vigilancia que distribuya cada seis meses al Comité:	0
