es	MatCoop
A este respecto, el Consejo de Seguridad alienta a que prosiga la incorporación de la protección de menores en las actividades de promoción, las políticas, los programas y la planificación de las misiones de esas organizaciones y acuerdos, así como en la capacitación del personal, y la inclusión de personal de protección de menores en sus operaciones de mantenimiento de la paz y sobre el terreno, y el establecimiento, en sus secretarías, de mecanismos de protección de menores, incluso mediante el nombramiento de coordinadores de protección de menores.	0
También como parte de esta cumbre, el Consejo procurará reforzar la coordinación con otros órganos multilaterales que trabajan en este ámbito, como el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y sus 31 entidades, el Centro de las Naciones Unidas contra el Terrorismo, la Oficina de las Naciones Unidas contra la Droga y el Delito y la Organización Internacional de Policía Criminal (INTERPOL).	1
El detenido puede apelar la decisión ante un juez. No obstante, no existe garantía alguna de acceso inmediato a un abogado defensor.	1
Según fuentes oficiales australianas, el adiestramiento incluye la fabricación de bombas y técnicas para cometer atentados suicidas.	0
También informó de que el mecanismo de verificación había anulado varias misiones debido a la resistencia de las fuerzas de Sudán del Sur.	0
El Consejo de Seguridad reafirma la importancia del principio de no devolución y del derecho de los refugiados a regresar voluntariamente a Siria, y alienta a los países vecinos de Siria a que protejan a todas las personas que huyen de la violencia existente en ese país, incluidos los palestinos.	1
Los Estados deberían abordar todos los aspectos relativos a la denegación de cobijo, pues para garantizar un sistema eficaz deben adoptarse distintas medidas relacionadas entre sí, como, por ejemplo, en materia de legislación, aplicación de la ley, control fronterizo, refugiados y asilo.	1
En diciembre de 2007, bajo la orientación de la Dependencia de Conducta y Disciplina del Personal, concluyó un programa amplio y obligatorio para capacitar a todo el personal de la MINURSO acerca de las normas que debe seguir, incluso sobre la prevención de la explotación sexual, los abusos y el acoso.	1
- Pedir el estricto cumplimiento por las partes en un conflicto armado de las normas aplicables del derecho internacional humanitario y de los derechos humanos y del derecho de los refugiados, incluso con respecto a:	0
Además, la obligación internacional se consideraría cumplida en el momento, posterior a la firma de un tratado de paz, en que el Estado responsable hubiera aceptado pagar a los otros reparaciones de guerra o indemnizaciones por los daños causados a los nacionales del adversario, se llegara o no a efectuar un pago.	1
:: 22 de agosto de 2005: tres personas resultan heridas en una explosión en un garaje cerca del hotel Promenade en la zona de Al-Zalqa al norte de Beirut.	0
El Consejo de Seguridad reitera su pleno apoyo a la fuerza multinacional de la CEMAC y pide que prosiga la reestructuración de las fuerzas de defensa y seguridad de la República Centroafricana.	0
Por ejemplo, un importante número de reclamaciones se referían a casos de muertes, torturas, lesiones corporales, daños o sufrimientos psíquicos, toma de rehenes, y pérdidas y daños causados a bienes muebles e inmuebles.	0
El Departamento de Seguridad Civil y Preparación para Situaciones de Emergencia se estableció oficialmente en noviembre en virtud del reglamento No. 2000/61 de la UNMIK.	1
A cambio de ello, las autoridades de Belgrado deberían poner fin a la táctica de obstrucción que impide que los serbios de Kosovo participen en las instituciones públicas de Kosovo. La "política de la silla vacía" conlleva un gran riesgo, el riesgo de que la historia de Kosovo se escriba sin los serbios de Kosovo.	0
En verdad, el Comité 1540 parece estar en una situación privilegiada para propiciar la cooperación entre esas entidades y explorar las oportunidades de financiación.	1
Además, el Comité recibió una notificación, a la que respondió, en relación con el embargo de armas vinculada al párrafo 13 a) de la resolución 2009 (2011), que no debía haberse presentado, ya que se refería a material no letal que se había de suministrar al Gobierno de Libia.	0
12. Exige a todas las partes que cooperen plenamente con las operaciones de la MONUC y garanticen la seguridad y el acceso inmediato y sin trabas del personal de las Naciones Unidas y el personal asociado, para que cumplan su mandato en todo el territorio de la República Democrática del Congo, exige en particular que todas las partes den pleno acceso a los observadores militares de la MONUC, incluso en todos los puertos, aeropuertos, aeródromos, bases militares y puestos fronterizos, y que, además, se permita el acceso de los observadores de derechos humanos de la MONUC a los centros de detención y centros de clasificación, y pide al Secretario General que informe sin demora de cualquier incumplimiento de estas exigencias;	0
a) El jefe de la subdivisión en la Oficina de Asuntos de Desarme realiza un examen sustantivo del proyecto para verificar su coherencia;	1
:: Se mantenga una coordinación sistemática entre los componentes civiles y militares de la misión y entre la misión y los agentes humanitarios con el fin de consolidar los conocimientos adquiridos en materia de protección de la población civil.	1
También ha proseguido la labor encaminada a elaborar un marco jurídico provisional, que definiría una autonomía considerable y establecería la base para la celebración de elecciones a nivel central.	1
Otro Estado ha creado un grupo de trabajo interdepartamental sobre la migración para aplicar medidas destinadas a fomentar la integración, en particular en las esferas de los conocimientos lingüísticos y la capacitación para el empleo, a fin de promover el diálogo con los inmigrantes y controlar la xenofobia, el racismo y el extremismo.	1
El Comité, con la asistencia de su Dirección Ejecutiva, organizó una serie de actividades especiales con los Estados Miembros y las organizaciones internacionales y regionales sobre cuestiones de interés común y de actualidad, entre ellas la lucha contra el terrorismo mediante la utilización de las nuevas tecnologías de la información y las comunicaciones.	1
La visita a Bouaké tuvo lugar un día después del enfrentamiento entre los rebeldes y la fuerza francesa de vigilancia de la cesación del fuego en Duékoué.	0
Todos los Estados han adoptado algunas medidas para reglamentar la producción, la venta y la transferencia de armas y explosivos.	1
Sin embargo no sabía cuántas habían sido puestas en libertad ni cuántas permanecían detenidas.	1
La MONUSCO siguió prestando asistencia técnica en el examen de los expedientes de los presos para localizar casos de larga detención anterior al juicio y señalarlos a la atención de las autoridades judiciales con el fin de reducir el hacinamiento en las cárceles.	1
El 1 de diciembre, de conformidad con lo dispuesto en el párrafo p) del anexo de la resolución 2160 (2014), el Equipo de Vigilancia presentó un informe escrito especial, preparado en consulta con el Gobierno del Afganistán, la Oficina de las Naciones Unidas contra la Droga y el Delito y otros expertos en sanciones de las Naciones Unidas, sobre casos específicos de cooperación entre grupos de delincuentes organizados, en particular grupos que tomaban rehenes para exigir un rescate, productores y traficantes de estupefacientes, así como quienes explotaban ilegalmente los recursos naturales del Afganistán, incluidas las piedras preciosas y semipreciosas, y las personas, grupos, empresas y entidades que cumplían los criterios de inclusión en la lista de conformidad con el párrafo 1 de la resolución.	0
Las operaciones de paz de las Naciones Unidas han modificado su postura en consecuencia y muestran una tendencia cada vez mayor a blindarse y atrincherarse, limitando la capacidad tanto del personal uniformado como del personal civil para interactuar con la población local, llegar a sus corazones y sus mentes, mediar en las controversias de carácter local y obtener información -- labor fundamental para la aplicación de los acuerdos de paz y los esfuerzos por resolver los conflictos.	0
