es	MatConf
Exhortamos a Israel a que adopte nuevas medidas para eliminar los puestos de avanzada de los colonos, de conformidad con la hoja de ruta y enfrente la amenaza cada vez mayor del extremismo de los colonos.	0
Las víctimas fueron enterradas muchos días después en las zonas aledañas a Kulbus.	1
c) Impedir el suministro, la venta o la transferencia, directos o indirectos, a esas personas, grupos, empresas o entidades, desde su territorio o por sus nacionales, fuera de su territorio o mediante buques o aeronaves de su pabellón, de armas y materiales conexos de todo tipo, incluidos armas y municiones, vehículos y pertrechos militares, pertrechos paramilitares y las piezas de repuesto correspondientes, así como asesoramiento técnico, asistencia o adiestramiento relacionados con actividades militares;	0
Las fuerzas armadas intervinieron en varias ocasiones para controlar manifestaciones e impedir que los manifestantes se acercaran a la Línea Azul.	1
- Se establecerá la responsabilidad penal de las personas o entidades jurídicas por la comisión de delitos relacionados con la financiación del terrorismo;	1
Las amenazas terroristas a esta región son algo diferentes en cuanto su origen y naturaleza, pero sus efectos son similares.	0
El Coordinador Especial informó de que se mantenía la calma general en el sur del Líbano, aunque se habían producido algunos incidentes de seguridad durante el período de que se informa, entre ellos el lanzamiento de cohetes contra Israel desde el sur del Líbano durante el conflicto relacionado con Gaza que había tenido lugar en julio y agosto y dos incidentes graves de seguridad en la zona de las granjas de Shab'a (Sector Oriental).	1
Los grupos incluidos en la Lista también necesitan hacer uso de la fuerza para apoyar sus objetivos; sin embargo, en las zonas en que esos grupos son más activos no parece haber escasez de armas y explosivos.	1
El tratado por el que se creó la Corte, el Estatuto de Roma, entró en vigor el 1° de julio de 2002.	0
Alrededor de 1,8 millones de personas fueron desplazadas a la fuerza y se convirtieron en refugiados o personas desplazadas dentro del país y necesitan protección.	1
También en este caso, como en el precedente, todo crimen cometido por dichas milicias entrañaría no solamente la responsabilidad penal de sus autores materiales, sino también la responsabilidad de las autoridades superiores del Sudán si dichas autoridades ordenaron o planearon esos crímenes o no hicieron nada para impedirlos o reprimirlos (responsabilidad de los superiores).	1
El 10 de noviembre, el Consejo escuchó en consultas privadas una exposición informativa del Representante Permanente Adjunto de Luxemburgo ante las Naciones Unidas, Sr. Olivier Maes, en nombre del Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006), relativa a la República Popular Democrática de Corea, sobre la labor del Comité en el período comprendido entre el 5 de agosto y el 9 de noviembre. La exposición se presentó de conformidad con el párrafo 12 g) de la resolución 1718 (2006).	0
Los militares dispararon proyectiles de mortero contra civiles desarmados.	1
Además de las 12 personas que en la Lista se indica que han fallecido, el Equipo tiene conocimiento de otras 7 cuyos Estados de residencia o nacionalidad han indicado al Comité, al Equipo o a la Interpol que han muerto, así como de otras 13 personas de cuyo fallecimiento se ha informado en medios públicos pero en relación con las cuales ni el Comité ni el Equipo han recibido aún una notificación oficial.	1
d) Impidan que quienes financian, planifican, facilitan o cometen actos de terrorismo utilicen su territorio para esos fines, contra otros Estados o sus ciudadanos;	1
Tal como se señala en otra parte de este informe, muy pocas víctimas han presentado denuncias oficiales por crímenes cometidos contra ellas o sus familias debido a la falta de confianza en el sistema judicial.	1
Esos países también se enfrentan a los importantes problemas que entrañan las corrientes transfronterizas de refugiados.	1
Asimismo, el Consejo reafirma su llamamiento para lograr una mayor incorporación de la perspectiva de género en todas las operaciones de mantenimiento de la paz, y acoge favorablemente las políticas de las operaciones de mantenimiento de la paz de las Naciones Unidas de promover y proteger los derechos de las mujeres y tener en cuenta una perspectiva de género como establece la resolución 1325 (2000).	0
Sin embargo, ahora lo que el Afganistán ha cumplido se ve considerablemente socavado por desafíos graves a su seguridad y su estabilidad.	0
Específicamente, la acción de reclutar personas con el objetivo de cometer actos de terrorismo se contempla en la Ley No. 535/2004 de prevención del terrorismo y lucha contra éste.	1
Si bien esto es constructivo, las negociaciones directas sin precondiciones, en las que se esperaría que las partes presentaran propuestas territoriales y de seguridad en 90 días, siguen sin tener lugar.	0
El consorcio creará y mantendrá un archivo en línea para recopilar y poner a disposición de investigadores, analistas y encargados de la formulación de políticas las versiones no editadas de las exposiciones de los participantes del Grupo de Contacto que reflejen sus opiniones acerca de las iniciativas internacionales emprendidas desde 2008 para combatir la piratería frente a las costas de Somalia.	0
El Consejo de Seguridad exhorta a la CEDEAO y a sus Estados miembros, así como a sus asociados internacionales, a que sigan prestando apoyo a la ECOMIB en ese sentido y coordinando nuevas iniciativas internacionales en apoyo a la paz, la estabilidad, el estado de derecho y la lucha contra la impunidad en Guinea-Bissau.	0
Mientras los Estados no impongan ninguna obligación a las personas mencionadas en la Lista para que se atengan a la prohibición de viajar, no les parecerá que sea arriesgado tratar de evitarla.	1
9. Encomia a las autoridades del Líbano por las valerosas decisiones que ya han adoptado en relación con la investigación, incluso por recomendación de la Comisión, y en particular por la detención y acusación de ex funcionarios de seguridad del Líbano de los que se sospecha que están involucrados en este acto terrorista y alienta a las autoridades del Líbano a perseverar en sus esfuerzos con la misma determinación a fin de aclarar plenamente este crimen;	1
No se evalúa que habrá ningún cambio significativo en la situación general en materia de seguridad, aunque se proyecta un aumento lento pero sistemático de incidentes relacionados con la delincuencia.	1
La Comisión había recibido pruebas fidedignas de que, durante los ataques aéreos contra las aldeas, se habían utilizado helicópteros Mi-8 y Mi-24 y también aviones Antonov.	1
Las fuerzas que componen la Fuerza Multinacional seguirán comprometidas a actuar conforme a las obligaciones que les impone el derecho internacional, incluido el derecho de los conflictos armados.	0
Pedimos a todos los grupos armados signatarios del Acuerdo de Uagadugú que se desvinculen de los grupos terroristas.	0
El Consejo de Seguridad destaca la necesidad de abordar de forma sostenible las causas profundas del conflicto en la parte oriental de la República Democrática del Congo y reitera su apoyo al cumplimiento de los compromisos contraídos en virtud del Marco de Paz, Seguridad y Cooperación para la República Democrática del Congo y la Región, que es esencial para lograr una paz y una seguridad duraderas en la región de los Grandes Lagos.	0
El extremismo fundamentalista y sus manifestaciones probablemente seguirán existiendo en las zonas orientales.	1
La cooperación y la coordinación en el control de las fronteras entre los Estados limítrofes revisten especial importancia para vigilar y abarcar, de manera eficaz, las fronteras que se caracterizan por su extensión, apertura y permeabilidad.	0
Todos los comités admitieron haber recibido denuncias de violaciones ocurridas en ataques a aldeas. No se había grabado ni investigado ninguna de esas denuncias.	1
Nuestra política de iniciativas proactivas tiene como objetivo a largo plazo sacar a la sociedad de Abjasia de su aislamiento, exponerla a los valores y creencias democráticos y reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a que regresen a sus hogares, independientemente de su origen étnico, todo ello con el fin de crear un clima de confianza y respeto mutuos.	0
