ar	QuadClass
"""ويقر مجلس الأمن كذلك بأن المنظمات الإقليمية ودون الإقليمية مهيأة تماما لفهم الأسباب الجذرية للعديد من الصراعات وسائر التحديات القائمة في مجال الأمن في المناطق القريبة منها ولممارسة دور مؤثر من أجل منعها أو تسويتها، وذلك بحكم معرفتها بالمنطقة."	0
"""ويكرر مجلس الأمن تأكيد أن وضع حد للإفلات من العقاب هو أمر أساسي لتحقيق المصالحة الوطنية في هايتي."	0
وتقر اللجنة أيضا بضرورة معالجة مسألة إتاحة سبل الانتصاف للأشخاص الذي عانوا من جراء أحداث نيسان/أبريل وأيار/مايو.	0
وتصف المذكرة المفاهيمية معالم مسارات المستقبل لعملية التقييم المشترك للاحتياجات الصومالية، ويشارك الصوماليون في هذه العملية بشكل كبير، بوصفهم نظراء حكوميين وممثلين للمناطق، فضلا عن مشاركة خبراء دوليين من الصوماليين المغتربين.	0
18 - في 31 كانون الأول/ديسمبر 2002، ذهب فريق تحقيق خاص تابع للبعثة إلى منطقة بِني للتحقيق في الادعاءات القائلة بوقوع انتهاكات خطيرة لحقوق الإنسان - إعدامات تعسفية، واغتصاب، وتعذيب، وحالات اختفاء قسري - في بلدة مامباسا وفي القرى الواقعة على محور مامباسا/مانجينا ومحور مامباسا - إرِنغِيتي.	1
وعلاوة على ذلك، فإن الجماعات المسلحة المتنقلة التي تعتمد على أعمال اللصوصية تميل إلى أن تكون أكثر وحشية في أساليبها، نظرا لتضاؤل الحافز لديها لإرساء قواعد الدعم الشعبي محليا().	1
"وتؤدي الخفارة المجتمعية دورا هاما (مثلا في إحدى الدول التي زاردتها اللجنة تستعمل الحكومة الهواتف المحمولة ""الذكية"" لإطلاع الجمهور على الأحداث الهامة وتنشر على شبكة التواصل الاجتماعي على الإنترنت معلومات عن أنشطة الشرطة)."	0
"وأي تصرف لا يتفق مع خط الحدود هذا تصرف غير قانوني""."	0
وتشمل المشاريع الجارية إنشاء مخرج للطوارئ لمكتب الاتصال، وتشييد مركز أمني جديد، وإنشاء نقطة تفتيش على الطريق الرئيسي المؤدي إلى مكتب الاتصال بهدف إضافة فئة إضافية من ضوابط الدخول إلى مكتب الاتصال يتولى الإشراف عليها أفراد البعثة/جهات متعاقدة مع البعثة.	0
77 - وتشير كل الأدلة المتاحة إلى أن أعمال إطلاق النار الأولية صباح يوم 25 آذار/مارس التي كانت الشرارة التي أدت إلى انفجار الموقف قد جاءت نتيجة لأعمال منسقة من جانب قوات الأمن، مما أسفر عن مقتل أكثر من 100 من المدنيين.	1
13 - يشجع المنظمة الدولية للشرطة الجنائية (الإنتربول) على تكثيف الجهود التي تبذلها فيما يتعلق بالتهديد الذي يشكله المقاتلون الإرهابيون الأجانب، وعلى التوصية بتوفير موارد إضافية أو توفيرها من أجل دعم وتشجيع التدابير الوطنية والإقليمية والدولية الرامية إلى رصد عبور المقاتلين الإرهابيين الأجانب ومنعه، مثل توسيع نطاق استعمال نشرات الإنتربول الخاصة لتشمل المقاتلين الإرهابيين الأجانب؛	4
56 - قُتل شرطيان بوحشية بين الساعة 30/9 والساعة 10 صباحا في 25 آذار/مارس في منطقة تسمى PK 18، في أبوبو.	1
وبالإضافة إلى ذلك، تنص المادة 75 (3) على أنه قبل إصدار أي أمر بالجبر يجوز للمحكمة أن تدعو إلى تقديم بيانات حالة من الشخص المُدان أو من المجني عليهم أو من سواهم من الأشخاص المعنيين أو الدول المعنية أو ممن ينوب عنهم، وتضع المحكمة هذه البيانات في اعتبارها.	0
ويؤكد المجلس من جديد في هذا الصدد أن أطراف النزاع المسلح يتحملون المسؤولية الرئيسية عن اتخاذ جميع الخطوات الممكنة عمليا لضمان حماية المدنيين المتضررين، مع القيام بوجه خاص بإيلاء عناية للاحتياجات الخاصة للنساء والأطفال.	0
وبدأت تركيا تنفيذ مشروع الوحدة الوطنية لمعالجة الفوارق الاجتماعية والاقتصادية في المجتمع التركي التي يُدَّعى بأنها العامل المؤجج للانشقاق الكردي وللتجنيد في صفوف حزب العمال الكردستاني.	0
ورد الضباط بأن ''الأمر سواء على أي حال``، وبدأوا في تخريب المنزل.	1
13 - وتواصل بعثة تقصي الحقائق التي تنظر في ادعاءات استخدام مواد كيميائية سامة كأسلحة في الجمهورية العربية السورية عملها.	0
:: منع تجنيد الأطفال انتهاكا للقانون الدولي ووضع حد لذلك.	0
"84 - وتبعا لما أورده قائد آخر من كبار القادة، يأتي معظم المجندين في قوات الدفاع الشعبي ""وهم على معرفة جيدة بالأسلحة النارية ويتمتعون بالقوة واللياقة البدنية"" ولكنهم ""بحاجة إلى التدريب والانضباط"". وأشار إلى أن المجندين لا يعيدون في كل الأحوال الزي الرسمي والأسلحة والذخائر عقب التسريح، وأن الأسلحة والذخائر توزع أحيانا عن طريق زعماء القبائل لضمان إرجاعها بعد التسريح مباشرة."	0
